Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,47,398.61394637207974,"(375, 0, 200)","(125, 0, 50)"
1,1,35,377.1078348713047,"(625, 0, 100)","(625, 0, 200)"
2,2,55,412.9513540392631,"(125, 0, 200)","(375, 0, 0)"
3,3,59,420.1200578728548,"(375, 0, 200)","(375, 0, 50)"
4,4,53,409.3670021224673,"(125, 0, 200)","(625, 0, 0)"
5,5,59,420.1200578728548,"(375, 0, 200)","(625, 0, 150)"
6,6,63,427.28876170644645,"(125, 0, 200)","(625, 0, 50)"
7,7,35,377.1078348713047,"(375, 0, 100)","(625, 0, 200)"
8,8,55,412.9513540392631,"(375, 0, 200)","(125, 0, 150)"
9,9,47,398.61394637207974,"(125, 0, 200)","(125, 0, 50)"
10,10,45,395.0295944552839,"(125, 0, 100)","(625, 0, 200)"
11,11,29,366.3547791209172,"(375, 0, 50)","(125, 0, 200)"
12,12,55,412.9513540392631,"(375, 0, 200)","(625, 0, 100)"
13,13,59,420.1200578728548,"(625, 0, 200)","(125, 0, 150)"
14,14,49,402.1982982888756,"(625, 0, 200)","(125, 0, 0)"
15,15,61,423.70440978965064,"(125, 0, 200)","(625, 0, 150)"
16,16,37,380.69218678810057,"(375, 0, 150)","(625, 0, 200)"
17,17,43,391.44524253848806,"(375, 0, 0)","(375, 0, 200)"
18,18,57,416.53570595605896,"(375, 0, 200)","(625, 0, 50)"
19,19,75,448.7948732072215,"(125, 0, 200)","(375, 0, 100)"
