Truck_id,Route_id,Origin,Destination,Completion_Time_alone,Completion_Time,Congestion_ratio,Path_length,TravelTime_by_Distance,CompletionTime_by_Distance,PickupSta_AT,DropSta_AT,Unnamed: 10,Unnamed: 11,C_max_prev,C_max_now,C_max,Congestion_ratio_AVG_prev,Congestion_ratio_AVG_now,Congestion_ratio_AVG
Truck-8,Route-8,(425.0 0.0 155.5),(125.0 0.0 200.0),341.2643,339.68,-0.03839444,15.0,2.6453333333333338,22.64533,6.776,27.776,,,429.728,436.696,436.696,0.3148198,0.3315202,0.32317
Truck-2,Route-2,(675.0 0.0 155.5),(625.0 0.0 200.0),341.2643,340.784,-0.01163999,15.0,2.7189333333333328,22.71893,6.8,28.856,,,,,,,,
Truck-12,Route-12,(675.0 0.0 105.5),(375.0 0.0 200.0),344.8487,349.808,0.1105797,17.0,2.929882352941176,20.57694,6.76,37.888,,,,,,,,
Truck-13,Route-13,(425.0 0.0 105.5),(375.0 0.0 200.0),344.8487,352.488,0.170336,17.0,3.087529411764706,20.73459,6.752,40.552,,,,,,,,
Truck-29,Route-29,(675.0 0.0 155.5),(625.0 0.0 200.0),341.2643,358.008,0.4057667,15.0,3.8671999999999986,23.8672,9.304,34.448,,,,,,,,
Truck-3,Route-3,(425.0 0.0 205.5),(125.0 0.0 0.0),352.0174,360.264,0.1585363,21.0,2.869714285714286,17.15543,6.792,48.304,,,,,,,,
Truck-5,Route-5,(675.0 0.0 55.5),(625.0 0.0 200.0),348.433,361.832,0.2766499,19.0,3.254315789473684,19.04379,6.784,49.936,,,,,,,,
Truck-11,Route-11,(175.0 0.0 55.5),(125.0 0.0 200.0),348.433,362.04,0.2809446,19.0,3.2652631578947378,19.05474,6.76,50.088,,,,,,,,
Truck-20,Route-20,(425.0 0.0 205.5),(125.0 0.0 150.0),341.2643,366.736,0.6172811,15.0,4.449066666666666,24.44907,9.296,40.328,,,,,,,,
Truck-4,Route-4,(175.0 0.0 194.5),(125.0 0.0 50.0),359.1861,368.696,0.1606788,25.0,2.747840000000001,14.74784,16.072,47.512,,,,,,,,
Truck-14,Route-14,(675.0 0.0 205.5),(125.0 0.0 100.0),362.7704,369.8,0.1119886,27.0,2.5851851851851855,13.6963,6.752,57.872,,,,,,,,
Truck-15,Route-15,(675.0 0.0 55.5),(375.0 0.0 200.0),348.433,371.264,0.4713932,19.0,3.7507368421052636,19.54021,9.288,56.76,,,,,,,,
Truck-26,Route-26,(675.0 0.0 205.5),(375.0 0.0 0.0),352.0174,372.744,0.3984559,21.0,3.4640000000000013,17.74971,9.256,49.312,,,,,,,,
Truck-24,Route-24,(425.0 0.0 55.5),(125.0 0.0 200.0),348.433,375.92,0.5675261,19.0,3.9957894736842112,19.78526,9.144,61.632,,,,,,,,
Truck-27,Route-27,(425.0 0.0 155.5),(375.0 0.0 150.0),362.7704,377.048,0.2274573,27.0,2.8536296296296295,13.96474,35.568,33.4,,,,,,,,
