Truck_id,Route_id,Origin,Destination,Completion_Time_alone,Completion_Time,Congestion_ratio,Path_length,TravelTime_by_Distance,CompletionTime_by_Distance,PickupSta_AT,DropSta_AT,Unnamed: 10,Unnamed: 11,C_max_prev,C_max_now,C_max,Congestion_ratio_AVG_prev,Congestion_ratio_AVG_now,Congestion_ratio_AVG
Truck-1,Route-1,(175.0 0.0 105.5),(125.0 0.0 200.0),344.8487,350.368,0.1230661,17.0,2.9628235294117644,20.60988,7.168,38.176,,,423.576,445.376,445.376,0.08085427,0.05501568,0.06793498
Truck-3,Route-3,(425.0 0.0 -5.5),(125.0 0.0 200.0),362.7704,365.04,0.03615704,27.0,2.4088888888888897,13.52,32.928,27.056,,,,,,,,
Truck-2,Route-2,(675.0 0.0 -5.5),(375.0 0.0 200.0),362.7704,366.128,0.05348976,27.0,2.4491851851851845,13.5603,33.784,27.296,,,,,,,,
Truck-0,Route-0,(175.0 0.0 55.5),(375.0 0.0 200.0),366.3548,372.824,0.09749471,29.0,2.511172413793104,12.856,7.168,60.616,,,,,,,,
Truck-4,Route-4,(175.0 0.0 -5.5),(125.0 0.0 0.0),412.9514,423.576,0.0940638,55.0,2.246836363636364,7.701382,52.64,65.704,,,,,,,,
Truck-104,Route-104,(425.0 0.0 205.5),(375.0 0.0 0.0),352.0174,350.632,-0.02663295,21.0,2.4110476190476193,16.69676,7.432,38.16,,,,,,,,
Truck-103,Route-103,(675.0 0.0 -5.5),(625.0 0.0 200.0),362.7704,368.12,0.08522452,27.0,2.5229629629629633,13.63407,31.4,31.56,,,,,,,,
Truck-100,Route-100,(175.0 0.0 -5.5),(375.0 0.0 50.0),373.5235,379.0,0.07448686,33.0,2.393939393939394,11.48485,38.104,35.864,,,,,,,,
Truck-101,Route-101,(675.0 0.0 55.5),(375.0 0.0 100.0),373.5235,383.88,0.1408603,33.0,2.5418181818181815,11.63273,41.464,37.264,,,,,,,,
Truck-102,Route-102,(175.0 0.0 55.5),(125.0 0.0 200.0),445.2105,445.376,0.001139703,73.0,1.9914520547945203,6.101041,96.904,43.44,,,,,,,,
