Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,59,420.1200578728548,"(375, 0, 200)","(375, 0, 100)"
1,1,81,459.54792895760903,"(625, 0, 200)","(625, 0, 150)"
2,2,43,391.44524253848806,"(125, 0, 50)","(375, 0, 200)"
3,3,53,409.3670021224673,"(375, 0, 200)","(125, 0, 150)"
4,4,69,438.041817456834,"(375, 0, 200)","(625, 0, 100)"
5,5,57,416.53570595605896,"(125, 0, 150)","(125, 0, 200)"
6,6,65,430.8731136232423,"(625, 0, 0)","(625, 0, 200)"
7,7,69,438.041817456834,"(125, 0, 200)","(625, 0, 100)"
8,8,43,391.44524253848806,"(375, 0, 50)","(625, 0, 200)"
9,9,57,416.53570595605896,"(375, 0, 0)","(125, 0, 200)"
10,10,55,412.9513540392631,"(625, 0, 200)","(125, 0, 0)"
11,11,29,366.3547791209172,"(625, 0, 50)","(125, 0, 200)"
12,12,35,377.1078348713047,"(375, 0, 100)","(375, 0, 200)"
13,13,37,380.69218678810057,"(375, 0, 150)","(625, 0, 200)"
14,14,45,395.0295944552839,"(125, 0, 100)","(375, 0, 200)"
15,15,67,434.45746554003813,"(125, 0, 200)","(625, 0, 50)"
16,16,55,412.9513540392631,"(375, 0, 200)","(375, 0, 0)"
17,17,71,441.6261693736298,"(625, 0, 0)","(125, 0, 200)"
18,18,37,380.69218678810057,"(375, 0, 150)","(625, 0, 200)"
19,19,65,430.8731136232423,"(125, 0, 0)","(625, 0, 200)"
