Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,31,369.939131037713,"(625, 0, 200)","(375, 0, 50)"
1,1,27,362.77042720412135,"(625, 0, 50)","(375, 0, 200)"
2,2,27,362.77042720412135,"(625, 0, 100)","(125, 0, 200)"
3,3,25,359.18607528732554,"(125, 0, 150)","(375, 0, 200)"
4,4,17,344.8486676201422,"(375, 0, 200)","(375, 0, 100)"
5,5,15,341.2643157033463,"(625, 0, 200)","(625, 0, 150)"
6,6,25,359.18607528732554,"(375, 0, 150)","(625, 0, 200)"
7,7,21,352.01737145373386,"(125, 0, 0)","(375, 0, 200)"
8,8,35,377.1078348713047,"(375, 0, 200)","(625, 0, 0)"
9,9,43,391.44524253848806,"(125, 0, 0)","(625, 0, 200)"
10,10,19,348.433019536938,"(625, 0, 50)","(625, 0, 200)"
11,11,31,369.939131037713,"(125, 0, 200)","(125, 0, 100)"
12,12,21,352.01737145373386,"(375, 0, 0)","(125, 0, 200)"
13,13,19,348.433019536938,"(125, 0, 50)","(125, 0, 200)"
14,14,37,380.69218678810057,"(125, 0, 200)","(625, 0, 100)"
