Truck_id,Route_id,Pick_station,Drop_station
0,0,"(125, 0, 150)","(625, 0, 0)","(625, 0, 0)","(375, 0, 200)","(375, 0, 200)","(375, 0, 100)"
2,2,"(625, 0, 200)","(375, 0, 100)","(125, 0, 50)","(375, 0, 200)","(375, 0, 200)","(375, 0, 150)","(125, 0, 150)","(625, 0, 150)"
3,3,"(625, 0, 0)","(625, 0, 50)","(625, 0, 50)","(625, 0, 150)"
4,4,"(625, 0, 100)","(375, 0, 100)","(375, 0, 100)","(375, 0, 50)","(125, 0, 0)","(375, 0, 50)","(125, 0, 0)","(625, 0, 50)","(625, 0, 50)","(375, 0, 100)"
5,5,"(125, 0, 50)","(375, 0, 200)"
9,9,"(125, 0, 200)","(375, 0, 150)","(125, 0, 150)","(625, 0, 150)"
11,11,"(375, 0, 150)","(625, 0, 50)","(375, 0, 0)","(125, 0, 150)","(125, 0, 150)","(625, 0, 50)"
