Truck_id,Route_id,Origin,Destination,Completion_Time_alone,Completion_Time,Congestion_ratio,Path_length,TravelTime_by_Distance,CompletionTime_by_Distance,PickupSta_AT,DropSta_AT,Unnamed: 10,Unnamed: 11,C_max_prev,C_max_now,C_max,Congestion_ratio_AVG_prev,Congestion_ratio_AVG_now,Congestion_ratio_AVG
Truck-0,Route-0,(175.0 0.0 155.5),(125.0 0.0 200.0),341.2643,338.4,-0.06941395,15.0,2.5599999999999983,22.56,6.84,26.52,,,389.208,415.048,415.048,0.04355155,0.01295433,0.02825294
Truck-8,Route-8,(675.0 0.0 205.5),(625.0 0.0 150.0),341.2643,343.448,0.05291946,15.0,2.896533333333332,22.89653,6.84,31.56,,,,,,,,
Truck-9,Route-9,(425.0 0.0 105.5),(375.0 0.0 200.0),344.8487,343.592,-0.02801985,17.0,2.5642352941176463,20.21129,6.84,31.672,,,,,,,,
Truck-4,Route-4,(675.0 0.0 5.5),(625.0 0.0 200.0),352.0174,354.536,0.04841933,21.0,2.596952380952381,16.88267,6.792,42.696,,,,,,,,
Truck-7,Route-7,(425.0 0.0 55.5),(375.0 0.0 200.0),348.433,355.256,0.1408749,19.0,2.908210526315788,18.69769,6.784,43.424,,,,,,,,
Truck-2,Route-2,(175.0 0.0 205.5),(375.0 0.0 0.0),352.0174,357.04,0.09655707,21.0,2.7161904761904774,17.00191,6.84,45.152,,,,,,,,
Truck-3,Route-3,(175.0 0.0 55.5),(375.0 0.0 200.0),366.3548,369.712,0.05059529,29.0,2.403862068965517,12.74869,6.792,57.888,,,,,,,,
Truck-5,Route-5,(675.0 0.0 105.5),(625.0 0.0 100.0),369.9391,373.104,0.04525202,31.0,2.358193548387096,12.03561,35.536,32.504,,,,,,,,
Truck-6,Route-6,(175.0 0.0 105.5),(125.0 0.0 100.0),369.9391,375.744,0.08299891,31.0,2.4433548387096784,12.12077,33.768,30.952,,,,,,,,
Truck-1,Route-1,(425.0 0.0 5.5),(625.0 0.0 200.0),387.8609,389.208,0.01533227,41.0,2.175804878048781,9.492878,22.656,61.496,,,,,,,,
Truck-105,Route-105,(675.0 0.0 205.5),(375.0 0.0 150.0),341.2643,338.136,-0.07581191,15.0,2.5424000000000015,22.5424,6.888,26.2,,,,,,,,
Truck-107,Route-107,(675.0 0.0 55.5),(375.0 0.0 200.0),348.433,348.816,0.007907738,19.0,2.5692631578947354,18.35874,6.888,36.928,,,,,,,,
Truck-100,Route-100,(425.0 0.0 5.5),(125.0 0.0 200.0),352.0174,349.368,-0.05093209,21.0,2.3508571428571425,16.63657,6.888,37.44,,,,,,,,
Truck-109,Route-109,(425.0 0.0 205.5),(625.0 0.0 150.0),359.1861,360.824,0.02767441,25.0,2.4329600000000005,14.43296,6.888,48.896,,,,,,,,
Truck-101,Route-101,(175.0 0.0 105.5),(625.0 0.0 200.0),380.6922,377.056,-0.04506259,37.0,2.0825945945945943,10.1907,6.888,65.136,,,,,,,,
Truck-104,Route-104,(175.0 0.0 155.5),(125.0 0.0 0.0),373.5235,377.6,0.0554454,33.0,2.351515151515152,11.44242,30.776,41.768,,,,,,,,
Truck-103,Route-103,(675.0 0.0 105.5),(625.0 0.0 0.0),377.1078,381.224,0.05338172,35.0,2.320685714285714,10.89211,34.56,41.608,,,,,,,,
Truck-108,Route-108,(175.0 0.0 55.5),(625.0 0.0 200.0),384.2766,382.16,-0.0251143,39.0,2.1066666666666674,9.798974,6.888,70.264,,,,,,,,
Truck-102,Route-102,(425.0 0.0 105.5),(375.0 0.0 50.0),373.5235,385.544,0.1634925,33.0,2.5922424242424236,11.68315,36.168,35.288,,,,,,,,
Truck-106,Route-106,(175.0 0.0 5.5),(625.0 0.0 100.0),412.9514,415.048,0.01856241,55.0,2.0917818181818184,7.546327,41.408,65.6,,,,,,,,
