Truck_id,Route_id,Origin,Destination,Completion_Time_alone,Completion_Time,Congestion_ratio,Path_length,TravelTime_by_Distance,CompletionTime_by_Distance,PickupSta_AT,DropSta_AT,Unnamed: 10,Unnamed: 11,C_max_prev,C_max_now,C_max,Congestion_ratio_AVG_prev,Congestion_ratio_AVG_now,Congestion_ratio_AVG
Truck-2,Route-2,(425.0 0.0 155.5),(125.0 0.0 200.0),341.2643,338.664,-0.06301598,15.0,2.577599999999999,22.5776,6.88,26.736,,,418.488,408.232,418.488,0.02409027,0.04565674,0.0348735
Truck-7,Route-7,(425.0 0.0 55.5),(125.0 0.0 200.0),348.433,349.056,0.01286283,19.0,2.5818947368421044,18.37137,6.88,37.152,,,,,,,,
Truck-9,Route-9,(675.0 0.0 155.5),(125.0 0.0 200.0),359.1861,353.912,-0.08911014,25.0,2.1564799999999993,14.15648,6.88,42.008,,,,,,,,
Truck-3,Route-3,(175.0 0.0 194.5),(625.0 0.0 0.0),362.7704,362.168,-0.009597148,27.0,2.302518518518519,13.41363,16.496,40.656,,,,,,,,
Truck-8,Route-8,(175.0 0.0 155.5),(625.0 0.0 200.0),377.1078,374.768,-0.03034508,35.0,2.1362285714285707,10.70766,6.88,62.832,,,,,,,,
Truck-0,Route-0,(425.0 0.0 105.5),(375.0 0.0 200.0),380.6922,378.408,-0.02830769,37.0,2.1191351351351355,10.22724,22.744,50.632,,,,,,,,
Truck-4,Route-4,(175.0 0.0 -5.5),(375.0 0.0 0.0),377.1078,383.232,0.07942311,35.0,2.3780571428571435,10.94949,38.216,39.976,,,,,,,,
Truck-1,Route-1,(425.0 0.0 -5.5),(625.0 0.0 50.0),373.5235,392.192,0.2539124,33.0,2.79369696969697,11.88461,36.8,41.328,,,,,,,,
Truck-6,Route-6,(175.0 0.0 55.5),(625.0 0.0 100.0),409.367,412.832,0.03168228,53.0,2.128905660377358,7.789283,37.112,70.64,,,,,,,,
Truck-5,Route-5,(675.0 0.0 -5.5),(125.0 0.0 50.0),409.367,418.488,0.08339812,53.0,2.235622641509434,7.896,35.656,74.768,,,,,,,,
Truck-103,Route-103,(175.0 0.0 205.5),(125.0 0.0 150.0),341.2643,343.816,0.06183786,15.0,2.921066666666665,22.92107,6.888,31.88,,,,,,,,
Truck-102,Route-102,(175.0 0.0 105.5),(125.0 0.0 200.0),344.8487,343.96,-0.0198149,17.0,2.585882352941175,20.23294,6.888,32.024,,,,,,,,
Truck-101,Route-101,(675.0 0.0 105.5),(625.0 0.0 200.0),344.8487,344.976,0.002839546,17.0,2.6456470588235295,20.29271,6.888,33.024,,,,,,,,
Truck-106,Route-106,(425.0 0.0 105.5),(375.0 0.0 200.0),344.8487,347.68,0.06313074,17.0,2.8047058823529416,20.45177,6.888,35.744,,,,,,,,
Truck-107,Route-107,(675.0 0.0 5.5),(375.0 0.0 200.0),369.9391,371.712,0.02534902,31.0,2.3132903225806447,11.99071,22.736,43.904,,,,,,,,
Truck-105,Route-105,(425.0 0.0 155.5),(625.0 0.0 0.0),373.5235,373.76,0.003217228,33.0,2.235151515151515,11.32606,31.52,37.176,,,,,,,,
Truck-104,Route-104,(175.0 0.0 5.5),(625.0 0.0 200.0),369.9391,381.784,0.1693599,31.0,2.6381935483870964,12.31561,6.888,69.824,,,,,,,,
Truck-100,Route-100,(675.0 0.0 55.5),(625.0 0.0 200.0),384.2766,386.984,0.03212588,39.0,2.230358974358974,9.922667,22.744,59.16,,,,,,,,
Truck-109,Route-109,(675.0 0.0 155.5),(125.0 0.0 50.0),387.8609,396.24,0.09536767,41.0,2.347317073170732,9.66439,31.24,59.976,,,,,,,,
Truck-108,Route-108,(175.0 0.0 155.5),(625.0 0.0 50.0),405.7827,408.232,0.02315447,51.0,2.122196078431373,8.004549,31.0,72.208,,,,,,,,
