Truck_id,Route_id,Origin,Destination,Completion_Time_alone,Completion_Time,Congestion_ratio,Path_length,TravelTime_by_Distance,CompletionTime_by_Distance,PickupSta_AT,DropSta_AT,Unnamed: 10,Unnamed: 11,C_max_prev,C_max_now,C_max,Congestion_ratio_AVG_prev,Congestion_ratio_AVG_now,Congestion_ratio_AVG
Truck-0,Route-0,(425.0 0.0 105.5),(125.0 0.0 200.0),344.8487,343.992,-0.0191011,17.0,2.587764705882354,20.23482,6.968,31.944,,,408.272,464.416,464.416,0.1548128,0.2011229,0.1805406
Truck-8,Route-8,(175.0 0.0 105.5),(125.0 0.0 200.0),344.8487,344.984,0.003017826,17.0,2.6461176470588224,20.29318,6.952,32.888,,,,,,,,
Truck-10,Route-10,(675.0 0.0 155.5),(125.0 0.0 200.0),359.1861,363.6,0.07457736,25.0,2.544000000000001,14.544,6.952,51.504,,,,,,,,
Truck-11,Route-11,(425.0 0.0 205.5),(625.0 0.0 100.0),362.7704,364.352,0.02519616,27.0,2.3834074074074065,13.49452,6.952,52.28,,,,,,,,
Truck-9,Route-9,(675.0 0.0 -5.5),(625.0 0.0 200.0),362.7704,365.592,0.04495102,27.0,2.4293333333333327,13.54044,33.128,27.336,,,,,,,,
Truck-1,Route-1,(175.0 0.0 205.5),(375.0 0.0 150.0),359.1861,367.96,0.1482431,25.0,2.718399999999999,14.7184,6.96,55.92,,,,,,,,
Truck-19,Route-19,(425.0 0.0 55.5),(125.0 0.0 200.0),366.3548,372.6,0.09411892,29.0,2.5034482758620697,12.84828,35.472,32.016,,,,,,,,
Truck-15,Route-15,(175.0 0.0 -5.5),(125.0 0.0 150.0),366.3548,374.144,0.1173879,29.0,2.556689655172414,12.90152,33.576,35.456,,,,,,,,
Truck-2,Route-2,(425.0 0.0 55.5),(625.0 0.0 200.0),366.3548,374.912,0.1289617,29.0,2.5831724137931027,12.928,6.96,62.888,,,,,,,,
Truck-5,Route-5,(675.0 0.0 105.5),(625.0 0.0 50.0),373.5235,377.336,0.05185461,33.0,2.343515151515152,11.43442,35.92,36.296,,,,,,,,
Truck-4,Route-4,(175.0 0.0 5.5),(625.0 0.0 200.0),369.9391,379.12,0.1312696,31.0,2.552258064516129,12.22968,6.96,67.04,,,,,,,,
Truck-3,Route-3,(425.0 0.0 155.5),(375.0 0.0 100.0),366.3548,384.152,0.2682135,29.0,2.9017931034482753,13.24662,30.0,49.04,,,,,,,,
Truck-18,Route-18,(425.0 0.0 205.5),(625.0 0.0 50.0),366.3548,386.24,0.2996804,29.0,2.9737931034482763,13.31862,9.456,62.712,,,,,,,,
Truck-13,Route-13,(425.0 0.0 5.5),(375.0 0.0 200.0),352.0174,386.24,0.6579077,21.0,4.106666666666667,18.39238,6.944,74.192,,,,,,,,
Truck-6,Route-6,(675.0 0.0 205.5),(125.0 0.0 0.0),387.8609,390.224,0.0268959,41.0,2.2005853658536583,9.517658,6.96,78.168,,,,,,,,
Truck-7,Route-7,(675.0 0.0 55.5),(125.0 0.0 150.0),387.8609,394.384,0.07424351,41.0,2.302048780487805,9.619122,39.712,49.624,,,,,,,,
Truck-12,Route-12,(175.0 0.0 155.5),(625.0 0.0 0.0),391.4453,395.768,0.0472715,43.0,2.227162790697674,9.203907,29.992,60.728,,,,,,,,
Truck-16,Route-16,(425.0 0.0 105.5),(125.0 0.0 50.0),373.5235,396.48,0.3122342,33.0,2.9236363636363643,12.01455,39.72,48.592,,,,,,,,
Truck-14,Route-14,(175.0 0.0 55.5),(625.0 0.0 200.0),384.2766,406.824,0.2675413,39.0,2.739076923076923,10.43139,6.944,94.784,,,,,,,,
Truck-17,Route-17,(175.0 0.0 155.5),(375.0 0.0 150.0),380.6922,408.272,0.3417902,37.0,2.92627027027027,11.03438,33.464,57.736,,,,,,,,
Truck-111,Route-111,(675.0 0.0 105.5),(625.0 0.0 200.0),344.8487,341.8,-0.06797695,17.0,2.4588235294117653,20.10588,7.152,29.648,,,,,,,,
Truck-106,Route-106,(425.0 0.0 155.5),(125.0 0.0 200.0),341.2643,342.2,0.02267575,15.0,2.8133333333333326,22.81333,7.16,29.984,,,,,,,,
Truck-101,Route-101,(175.0 0.0 205.5),(125.0 0.0 150.0),341.2643,343.68,0.05854163,15.0,2.9120000000000004,22.912,7.168,31.496,,,,,,,,
Truck-118,Route-118,(425.0 0.0 105.5),(125.0 0.0 200.0),344.8487,347.384,0.05653099,17.0,2.78729411764706,20.43435,9.752,32.592,,,,,,,,
Truck-114,Route-114,(175.0 0.0 105.5),(125.0 0.0 200.0),344.8487,347.576,0.06081174,17.0,2.798588235294119,20.44565,7.144,35.328,,,,,,,,
Truck-107,Route-107,(675.0 0.0 205.5),(375.0 0.0 0.0),352.0174,354.4,0.0458045,21.0,2.5904761904761893,16.87619,7.152,42.2,,,,,,,,
Truck-120,Route-120,(425.0 0.0 55.5),(375.0 0.0 200.0),348.433,356.184,0.160035,19.0,2.9570526315789487,18.74653,9.76,41.352,,,,,,,,
Truck-104,Route-104,(175.0 0.0 5.5),(125.0 0.0 200.0),352.0174,356.28,0.08194637,21.0,2.679999999999999,16.96571,7.16,44.08,,,,,,,,
Truck-109,Route-109,(675.0 0.0 155.5),(625.0 0.0 200.0),341.2643,356.384,0.3664108,15.0,3.758933333333334,23.75893,7.152,44.2,,,,,,,,
Truck-103,Route-103,(675.0 0.0 5.5),(625.0 0.0 200.0),352.0174,356.688,0.0897897,21.0,2.699428571428571,16.98514,7.16,44.448,,,,,,,,
Truck-121,Route-121,(675.0 0.0 205.5),(625.0 0.0 50.0),348.433,357.632,0.1899319,19.0,3.033263157894737,18.82274,9.752,42.824,,,,,,,,
Truck-108,Route-108,(425.0 0.0 5.5),(625.0 0.0 200.0),352.0174,359.896,0.1514616,21.0,2.852190476190477,17.13791,7.152,47.72,,,,,,,,
Truck-105,Route-105,(425.0 0.0 205.5),(625.0 0.0 150.0),359.1861,362.8,0.06106035,25.0,2.5120000000000005,14.512,7.16,50.584,,,,,,,,
Truck-119,Route-119,(425.0 0.0 205.5),(625.0 0.0 0.0),352.0174,363.016,0.2114414,21.0,3.0007619047619056,17.28648,9.76,42.168,,,,,,,,
Truck-116,Route-116,(175.0 0.0 155.5),(375.0 0.0 200.0),359.1861,365.072,0.09944782,25.0,2.6028800000000003,14.60288,9.768,50.272,,,,,,,,
Truck-122,Route-122,(675.0 0.0 155.5),(375.0 0.0 100.0),366.3548,377.44,0.1670601,29.0,2.6703448275862067,13.01517,35.888,36.496,,,,,,,,
Truck-123,Route-123,(175.0 0.0 5.5),(625.0 0.0 200.0),369.9391,383.032,0.1872042,31.0,2.6784516129032254,12.35587,9.76,68.232,,,,,,,,
Truck-113,Route-113,(175.0 0.0 55.5),(625.0 0.0 200.0),384.2766,392.416,0.09658007,39.0,2.3696410256410254,10.06195,7.144,80.184,,,,,,,,
Truck-100,Route-100,(175.0 0.0 155.5),(375.0 0.0 50.0),387.8609,401.312,0.1530955,41.0,2.471024390243903,9.788097,30.256,66.008,,,,,,,,
