Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,37,380.69218678810057,"(125, 0, 200)","(625, 0, 100)"
1,1,21,352.01737145373386,"(375, 0, 200)","(375, 0, 0)"
2,2,47,398.61394637207974,"(125, 0, 200)","(625, 0, 150)"
3,3,27,362.77042720412135,"(375, 0, 100)","(625, 0, 200)"
4,4,33,373.5234829545089,"(375, 0, 200)","(125, 0, 0)"
5,5,41,387.86089062169225,"(125, 0, 200)","(375, 0, 100)"
6,6,27,362.77042720412135,"(625, 0, 0)","(375, 0, 200)"
7,7,19,348.433019536938,"(125, 0, 50)","(125, 0, 200)"
8,8,15,341.2643157033463,"(625, 0, 200)","(375, 0, 150)"
9,9,31,369.939131037713,"(375, 0, 200)","(125, 0, 150)"
10,10,35,377.1078348713047,"(625, 0, 200)","(625, 0, 0)"
11,11,55,412.9513540392631,"(125, 0, 200)","(625, 0, 50)"
12,12,35,377.1078348713047,"(625, 0, 200)","(625, 0, 0)"
13,13,15,341.2643157033463,"(375, 0, 150)","(375, 0, 200)"
14,14,21,352.01737145373386,"(125, 0, 0)","(375, 0, 200)"
15,15,37,380.69218678810057,"(125, 0, 100)","(625, 0, 200)"
16,16,17,344.8486676201422,"(375, 0, 100)","(375, 0, 200)"
17,17,49,402.1982982888756,"(125, 0, 200)","(625, 0, 100)"
18,18,51,405.7826502056714,"(125, 0, 200)","(625, 0, 50)"
19,19,15,341.2643157033463,"(125, 0, 200)","(125, 0, 150)"
20,20,29,366.3547791209172,"(375, 0, 50)","(625, 0, 200)"
21,21,61,423.70440978965064,"(125, 0, 200)","(375, 0, 50)"
22,22,17,344.8486676201422,"(625, 0, 100)","(375, 0, 200)"
23,23,15,341.2643157033463,"(625, 0, 150)","(625, 0, 200)"
24,24,25,359.18607528732554,"(625, 0, 200)","(125, 0, 150)"
25,25,17,344.8486676201422,"(375, 0, 200)","(125, 0, 100)"
26,26,21,352.01737145373386,"(375, 0, 0)","(625, 0, 200)"
27,27,19,348.433019536938,"(125, 0, 50)","(125, 0, 200)"
28,28,37,380.69218678810057,"(375, 0, 200)","(125, 0, 0)"
29,29,29,366.3547791209172,"(625, 0, 200)","(375, 0, 150)"
