Truck_id,Route_id,Pick_station,Drop_station
0,0,"(375, 0, 150)","(1875, 0, 600)"
1,1,"(1875, 0, 450)","(1875, 0, 600)"
2,2,"(1125, 0, 0)","(1125, 0, 600)"
3,3,"(375, 0, 600)","(375, 0, 150)"
4,4,"(1875, 0, 300)","(1125, 0, 600)"
5,5,"(1875, 0, 0)","(1875, 0, 600)"
6,6,"(1125, 0, 450)","(375, 0, 600)"
7,7,"(375, 0, 0)","(1125, 0, 600)"
8,8,"(375, 0, 450)","(375, 0, 600)"
9,9,"(1875, 0, 600)","(1125, 0, 150)"
10,10,"(375, 0, 600)","(1875, 0, 300)"
11,11,"(1125, 0, 150)","(1875, 0, 600)"
12,12,"(375, 0, 300)","(1125, 0, 600)"
13,13,"(1125, 0, 600)","(1125, 0, 450)"
14,14,"(1125, 0, 600)","(1125, 0, 300)"
15,15,"(1125, 0, 600)","(375, 0, 0)"
16,16,"(1875, 0, 600)","(1875, 0, 450)"
17,17,"(1125, 0, 450)","(375, 0, 600)"
18,18,"(375, 0, 150)","(1875, 0, 600)"
19,19,"(1125, 0, 600)","(375, 0, 0)"
20,20,"(1875, 0, 150)","(1125, 0, 600)"
21,21,"(1875, 0, 600)","(375, 0, 0)"
22,22,"(375, 0, 450)","(1875, 0, 600)"
23,23,"(1875, 0, 450)","(375, 0, 600)"
24,24,"(1875, 0, 300)","(1875, 0, 600)"
25,25,"(1125, 0, 600)","(375, 0, 0)"
26,26,"(375, 0, 600)","(1875, 0, 0)"
27,27,"(375, 0, 300)","(1125, 0, 600)"
28,28,"(375, 0, 600)","(375, 0, 450)"
29,29,"(1125, 0, 300)","(1125, 0, 600)"
30,30,"(375, 0, 150)","(1125, 0, 600)"
31,31,"(375, 0, 600)","(1125, 0, 0)"
32,32,"(375, 0, 600)","(1875, 0, 0)"
33,33,"(1125, 0, 600)","(1125, 0, 0)"
34,34,"(375, 0, 300)","(375, 0, 600)"
35,35,"(1875, 0, 450)","(1875, 0, 600)"
36,36,"(1875, 0, 600)","(1875, 0, 150)"
37,37,"(1875, 0, 300)","(1125, 0, 600)"
38,38,"(1875, 0, 150)","(1875, 0, 600)"
39,39,"(1875, 0, 600)","(1875, 0, 150)"
40,40,"(1125, 0, 600)","(1125, 0, 450)"
41,41,"(375, 0, 450)","(1875, 0, 600)"
42,42,"(1875, 0, 600)","(1125, 0, 0)"
43,43,"(375, 0, 600)","(1125, 0, 300)"
44,44,"(375, 0, 300)","(375, 0, 600)"
45,45,"(375, 0, 600)","(375, 0, 150)"
46,46,"(375, 0, 600)","(375, 0, 300)"
47,47,"(1125, 0, 300)","(375, 0, 600)"
48,48,"(375, 0, 300)","(1125, 0, 600)"
49,49,"(1875, 0, 600)","(375, 0, 0)"
50,50,"(375, 0, 600)","(1875, 0, 0)"
51,51,"(1125, 0, 600)","(1125, 0, 150)"
52,52,"(375, 0, 450)","(1125, 0, 600)"
53,53,"(1125, 0, 600)","(375, 0, 150)"
54,54,"(1875, 0, 300)","(1875, 0, 600)"
55,55,"(1875, 0, 600)","(1875, 0, 150)"
56,56,"(375, 0, 600)","(1125, 0, 450)"
57,57,"(1875, 0, 600)","(375, 0, 450)"
58,58,"(1125, 0, 150)","(1875, 0, 600)"
59,59,"(1875, 0, 600)","(1125, 0, 0)"
60,60,"(375, 0, 600)","(1875, 0, 450)"
61,61,"(1125, 0, 150)","(1125, 0, 600)"
62,62,"(375, 0, 600)","(1125, 0, 300)"
63,63,"(1875, 0, 450)","(1125, 0, 600)"
64,64,"(375, 0, 600)","(1125, 0, 450)"
65,65,"(375, 0, 600)","(1875, 0, 0)"
66,66,"(1125, 0, 0)","(1875, 0, 600)"
67,67,"(1875, 0, 600)","(1875, 0, 300)"
68,68,"(375, 0, 600)","(1125, 0, 300)"
69,69,"(1875, 0, 150)","(1125, 0, 600)"
