Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,29,366.3547791209172,"(625, 0, 200)","(625, 0, 150)"
1,1,27,362.77042720412135,"(375, 0, 200)","(125, 0, 150)"
2,2,27,362.77042720412135,"(125, 0, 200)","(375, 0, 100)"
3,3,45,395.0295944552839,"(625, 0, 200)","(125, 0, 50)"
4,4,31,369.939131037713,"(375, 0, 200)","(125, 0, 100)"
