Truck_id,Route_id,Origin,Destination,Completion_Time_alone,Completion_Time,Congestion_ratio,Path_length,TravelTime_by_Distance,CompletionTime_by_Distance,PickupSta_AT,DropSta_AT,Unnamed: 10,Unnamed: 11,C_max_prev,C_max_now,C_max,Congestion_ratio_AVG_prev,Congestion_ratio_AVG_now,Congestion_ratio_AVG
Truck-5,Route-5,(425.0 0.0 105.5),(375.0 0.0 200.0),344.8487,344.472,-0.008398878,17.0,2.6159999999999988,20.26306,6.712,32.688,,,408.416,399.488,408.416,0.02295123,0.05753183,0.04024153
Truck-4,Route-4,(675.0 0.0 155.5),(125.0 0.0 200.0),359.1861,359.984,0.01348194,25.0,2.3993599999999993,14.39936,6.712,48.176,,,,,,,,
Truck-9,Route-9,(175.0 0.0 155.5),(125.0 0.0 100.0),366.3548,366.888,0.008036101,29.0,2.306482758620689,12.65131,29.864,32.024,,,,,,,,
Truck-7,Route-7,(425.0 0.0 194.5),(125.0 0.0 50.0),377.1078,373.6,-0.04549268,35.0,2.1028571428571436,10.67429,16.264,52.288,,,,,,,,
Truck-6,Route-6,(675.0 0.0 55.5),(625.0 0.0 200.0),373.5235,375.208,0.02291159,33.0,2.2790303030303036,11.36994,30.64,39.528,,,,,,,,
Truck-1,Route-1,(175.0 0.0 194.5),(625.0 0.0 50.0),377.1078,377.208,0.001298943,35.0,2.205942857142858,10.77737,16.264,55.888,,,,,,,,
Truck-8,Route-8,(425.0 0.0 55.5),(375.0 0.0 50.0),377.1078,380.336,0.04186538,35.0,2.295314285714286,10.86674,38.36,33.944,,,,,,,,
Truck-2,Route-2,(675.0 0.0 105.5),(625.0 0.0 200.0),380.6922,384.888,0.0519976,37.0,2.2942702702702698,10.40238,29.688,50.168,,,,,,,,
Truck-3,Route-3,(175.0 0.0 55.5),(375.0 0.0 0.0),380.6922,390.288,0.1189185,37.0,2.4402162162162164,10.54832,36.64,39.6,,,,,,,,
Truck-0,Route-0,(175.0 0.0 105.5),(625.0 0.0 100.0),405.7827,408.416,0.02489379,51.0,2.1258039215686275,8.008157,33.6,69.784,,,,,,,,
Truck-106,Route-106,(425.0 0.0 105.5),(125.0 0.0 200.0),344.8487,343.712,-0.02534429,17.0,2.5712941176470583,20.21835,6.896,31.744,,,,,,,,
Truck-103,Route-103,(675.0 0.0 205.5),(625.0 0.0 50.0),348.433,354.12,0.1174195,19.0,2.848421052631579,18.63789,6.896,42.16,,,,,,,,
Truck-107,Route-107,(425.0 0.0 205.5),(625.0 0.0 100.0),362.7704,365.384,0.04163723,27.0,2.42162962962963,13.53274,6.896,53.456,,,,,,,,
Truck-101,Route-101,(675.0 0.0 -5.5),(375.0 0.0 200.0),362.7704,367.704,0.07859743,27.0,2.5075555555555558,13.61867,32.704,29.96,,,,,,,,
Truck-102,Route-102,(175.0 0.0 105.5),(125.0 0.0 100.0),369.9391,373.768,0.05474601,31.0,2.3796129032258055,12.05703,33.832,34.896,,,,,,,,
Truck-109,Route-109,(425.0 0.0 155.5),(375.0 0.0 0.0),373.5235,375.536,0.02737279,33.0,2.288969696969697,11.37988,29.768,40.72,,,,,,,,
Truck-105,Route-105,(175.0 0.0 155.5),(625.0 0.0 200.0),377.1078,376.528,-0.007519779,35.0,2.1865142857142863,10.75794,6.896,64.608,,,,,,,,
Truck-100,Route-100,(175.0 0.0 55.5),(125.0 0.0 50.0),377.1078,384.496,0.09581584,35.0,2.414171428571428,10.9856,37.168,39.272,,,,,,,,
Truck-108,Route-108,(675.0 0.0 55.5),(625.0 0.0 0.0),380.6922,389.136,0.1046419,37.0,2.409081081081082,10.51719,38.776,45.32,,,,,,,,
Truck-104,Route-104,(425.0 0.0 55.5),(625.0 0.0 200.0),391.4453,399.488,0.08795159,43.0,2.313674418604651,9.290419,29.432,65.048,,,,,,,,
