File_name,Type,Objective_value
prev_Truck_20_LP_0_0_100_16rep.csv, Min, 64200.0
now_Truck_20_LP_0_0_100_16rep.csv, Min, 54600.0
prev_Truck_20_LP_40_50_10_16rep.csv, Min, 25497.0
now_Truck_20_LP_40_50_10_16rep.csv, Min, 20244.0
prev_Truck_20_LP_0_0_100_16rep.csv, Middle, 102800.0
now_Truck_20_LP_0_0_100_16rep.csv, Middle, 89200.0
prev_Truck_20_LP_40_50_10_16rep.csv, Middle, 40761.0
now_Truck_20_LP_40_50_10_16rep.csv, Middle, 34495.0
prev_Truck_20_LP_0_0_100_16rep.csv, Max, 120200.0
now_Truck_20_LP_0_0_100_16rep.csv, Max, 102400.0
prev_Truck_20_LP_40_50_10_16rep.csv, Max, 48486.0
now_Truck_20_LP_40_50_10_16rep.csv, Max, 40205.0
prev_Truck_20_LP_0_0_100_17rep.csv, Min, 61600.0
now_Truck_20_LP_0_0_100_17rep.csv, Min, 73400.0
prev_Truck_20_LP_40_50_10_17rep.csv, Min, 23787.0
now_Truck_20_LP_40_50_10_17rep.csv, Min, 29012.0
prev_Truck_20_LP_0_0_100_17rep.csv, Middle, 90000.0
now_Truck_20_LP_0_0_100_17rep.csv, Middle, 102000.0
prev_Truck_20_LP_40_50_10_17rep.csv, Middle, 35403.0
now_Truck_20_LP_40_50_10_17rep.csv, Middle, 36429.0
prev_Truck_20_LP_0_0_100_17rep.csv, Max, 103000.0
now_Truck_20_LP_0_0_100_17rep.csv, Max, 114400.0
prev_Truck_20_LP_40_50_10_17rep.csv, Max, 40938.0
now_Truck_20_LP_40_50_10_17rep.csv, Max, 43328.0
prev_Truck_20_LP_0_0_100_18rep.csv, Min, 52800.0
now_Truck_20_LP_0_0_100_18rep.csv, Min, 56800.0
prev_Truck_20_LP_40_50_10_18rep.csv, Min, 20399.0
now_Truck_20_LP_40_50_10_18rep.csv, Min, 20467.0
prev_Truck_20_LP_0_0_100_18rep.csv, Middle, 90600.0
now_Truck_20_LP_0_0_100_18rep.csv, Middle, 92800.0
prev_Truck_20_LP_40_50_10_18rep.csv, Middle, 35542.0
now_Truck_20_LP_40_50_10_18rep.csv, Middle, 35341.0
prev_Truck_20_LP_0_0_100_18rep.csv, Max, 105000.0
now_Truck_20_LP_0_0_100_18rep.csv, Max, 110600.0
prev_Truck_20_LP_40_50_10_18rep.csv, Max, 42305.0
now_Truck_20_LP_40_50_10_18rep.csv, Max, 42107.0
prev_Truck_20_LP_0_0_100_19rep.csv, Min, 67400.0
now_Truck_20_LP_0_0_100_19rep.csv, Min, 55200.0
prev_Truck_20_LP_40_50_10_19rep.csv, Min, 27551.0
now_Truck_20_LP_40_50_10_19rep.csv, Min, 21445.0
prev_Truck_20_LP_0_0_100_19rep.csv, Middle, 96000.0
now_Truck_20_LP_0_0_100_19rep.csv, Middle, 92000.0
prev_Truck_20_LP_40_50_10_19rep.csv, Middle, 38146.0
now_Truck_20_LP_40_50_10_19rep.csv, Middle, 34301.0
prev_Truck_20_LP_0_0_100_19rep.csv, Max, 109000.0
now_Truck_20_LP_0_0_100_19rep.csv, Max, 105600.0
prev_Truck_20_LP_40_50_10_19rep.csv, Max, 43867.0
now_Truck_20_LP_40_50_10_19rep.csv, Max, 40780.0
prev_Truck_20_LP_0_0_100_20rep.csv, Min, 55000.0
now_Truck_20_LP_0_0_100_20rep.csv, Min, 60600.0
prev_Truck_20_LP_40_50_10_20rep.csv, Min, 22993.0
now_Truck_20_LP_40_50_10_20rep.csv, Min, 22666.0
prev_Truck_20_LP_0_0_100_20rep.csv, Middle, 96800.0
now_Truck_20_LP_0_0_100_20rep.csv, Middle, 96000.0
prev_Truck_20_LP_40_50_10_20rep.csv, Middle, 39561.0
now_Truck_20_LP_40_50_10_20rep.csv, Middle, 39527.0
prev_Truck_20_LP_0_0_100_20rep.csv, Max, 113600.0
now_Truck_20_LP_0_0_100_20rep.csv, Max, 112400.0
prev_Truck_20_LP_40_50_10_20rep.csv, Max, 46745.0
now_Truck_20_LP_40_50_10_20rep.csv, Max, 44960.0
prev_Truck_20_LP_0_0_100_21rep.csv, Min, 60000.0
now_Truck_20_LP_0_0_100_21rep.csv, Min, 62200.0
prev_Truck_20_LP_40_50_10_21rep.csv, Min, 24461.0
now_Truck_20_LP_40_50_10_21rep.csv, Min, 23995.0
prev_Truck_20_LP_0_0_100_21rep.csv, Middle, 98000.0
now_Truck_20_LP_0_0_100_21rep.csv, Middle, 93400.0
prev_Truck_20_LP_40_50_10_21rep.csv, Middle, 38286.0
now_Truck_20_LP_40_50_10_21rep.csv, Middle, 34572.0
prev_Truck_20_LP_0_0_100_21rep.csv, Max, 110800.0
now_Truck_20_LP_0_0_100_21rep.csv, Max, 106400.0
prev_Truck_20_LP_40_50_10_21rep.csv, Max, 45602.0
now_Truck_20_LP_40_50_10_21rep.csv, Max, 39732.0
prev_Truck_20_LP_0_0_100_22rep.csv, Min, 61000.0
now_Truck_20_LP_0_0_100_22rep.csv, Min, 53200.0
prev_Truck_20_LP_40_50_10_22rep.csv, Min, 24826.0
now_Truck_20_LP_40_50_10_22rep.csv, Min, 19650.0
prev_Truck_20_LP_0_0_100_22rep.csv, Middle, 94000.0
now_Truck_20_LP_0_0_100_22rep.csv, Middle, 94200.0
prev_Truck_20_LP_40_50_10_22rep.csv, Middle, 35707.0
now_Truck_20_LP_40_50_10_22rep.csv, Middle, 36622.0
prev_Truck_20_LP_0_0_100_22rep.csv, Max, 105400.0
now_Truck_20_LP_0_0_100_22rep.csv, Max, 107600.0
prev_Truck_20_LP_40_50_10_22rep.csv, Max, 41680.0
now_Truck_20_LP_40_50_10_22rep.csv, Max, 41389.0
prev_Truck_20_LP_0_0_100_23rep.csv, Min, 56200.0
now_Truck_20_LP_0_0_100_23rep.csv, Min, 60000.0
prev_Truck_20_LP_40_50_10_23rep.csv, Min, 22906.0
now_Truck_20_LP_40_50_10_23rep.csv, Min, 22025.0
prev_Truck_20_LP_0_0_100_23rep.csv, Middle, 88400.0
now_Truck_20_LP_0_0_100_23rep.csv, Middle, 95600.0
prev_Truck_20_LP_40_50_10_23rep.csv, Middle, 37910.0
now_Truck_20_LP_40_50_10_23rep.csv, Middle, 35693.0
prev_Truck_20_LP_0_0_100_23rep.csv, Max, 107600.0
now_Truck_20_LP_0_0_100_23rep.csv, Max, 109400.0
prev_Truck_20_LP_40_50_10_23rep.csv, Max, 45303.0
now_Truck_20_LP_40_50_10_23rep.csv, Max, 41396.0
prev_Truck_20_LP_0_0_100_24rep.csv, Min, 70000.0
now_Truck_20_LP_0_0_100_24rep.csv, Min, 51200.0
prev_Truck_20_LP_40_50_10_24rep.csv, Min, 28249.0
now_Truck_20_LP_40_50_10_24rep.csv, Min, 19602.0
prev_Truck_20_LP_0_0_100_24rep.csv, Middle, 107600.0
now_Truck_20_LP_0_0_100_24rep.csv, Middle, 88600.0
prev_Truck_20_LP_40_50_10_24rep.csv, Middle, 43639.0
now_Truck_20_LP_40_50_10_24rep.csv, Middle, 33017.0
prev_Truck_20_LP_0_0_100_24rep.csv, Max, 123200.0
now_Truck_20_LP_0_0_100_24rep.csv, Max, 104800.0
prev_Truck_20_LP_40_50_10_24rep.csv, Max, 51453.0
now_Truck_20_LP_40_50_10_24rep.csv, Max, 41402.0
prev_Truck_20_LP_0_0_100_25rep.csv, Min, 56200.0
now_Truck_20_LP_0_0_100_25rep.csv, Min, 53400.0
prev_Truck_20_LP_40_50_10_25rep.csv, Min, 22196.0
now_Truck_20_LP_40_50_10_25rep.csv, Min, 19854.0
prev_Truck_20_LP_0_0_100_25rep.csv, Middle, 94000.0
now_Truck_20_LP_0_0_100_25rep.csv, Middle, 88000.0
prev_Truck_20_LP_40_50_10_25rep.csv, Middle, 37127.0
now_Truck_20_LP_40_50_10_25rep.csv, Middle, 33084.0
prev_Truck_20_LP_0_0_100_25rep.csv, Max, 105200.0
now_Truck_20_LP_0_0_100_25rep.csv, Max, 104800.0
prev_Truck_20_LP_40_50_10_25rep.csv, Max, 42540.0
now_Truck_20_LP_40_50_10_25rep.csv, Max, 38750.0
prev_Truck_20_LP_0_0_100_26rep.csv, Min, 64400.0
now_Truck_20_LP_0_0_100_26rep.csv, Min, 53600.0
prev_Truck_20_LP_40_50_10_26rep.csv, Min, 27209.0
now_Truck_20_LP_40_50_10_26rep.csv, Min, 21421.0
prev_Truck_20_LP_0_0_100_26rep.csv, Middle, 96200.0
now_Truck_20_LP_0_0_100_26rep.csv, Middle, 90800.0
prev_Truck_20_LP_40_50_10_26rep.csv, Middle, 40616.0
now_Truck_20_LP_40_50_10_26rep.csv, Middle, 39535.0
prev_Truck_20_LP_0_0_100_26rep.csv, Max, 109800.0
now_Truck_20_LP_0_0_100_26rep.csv, Max, 112600.0
prev_Truck_20_LP_40_50_10_26rep.csv, Max, 47258.0
now_Truck_20_LP_40_50_10_26rep.csv, Max, 46668.0
prev_Truck_20_LP_0_0_100_27rep.csv, Min, 58400.0
now_Truck_20_LP_0_0_100_27rep.csv, Min, 56600.0
prev_Truck_20_LP_40_50_10_27rep.csv, Min, 22504.0
now_Truck_20_LP_40_50_10_27rep.csv, Min, 22243.0
prev_Truck_20_LP_0_0_100_27rep.csv, Middle, 93800.0
now_Truck_20_LP_0_0_100_27rep.csv, Middle, 100000.0
prev_Truck_20_LP_40_50_10_27rep.csv, Middle, 36268.0
now_Truck_20_LP_40_50_10_27rep.csv, Middle, 37954.0
prev_Truck_20_LP_0_0_100_27rep.csv, Max, 108000.0
now_Truck_20_LP_0_0_100_27rep.csv, Max, 114600.0
prev_Truck_20_LP_40_50_10_27rep.csv, Max, 42599.0
now_Truck_20_LP_40_50_10_27rep.csv, Max, 44367.0
prev_Truck_20_LP_0_0_100_28rep.csv, Min, 63200.0
now_Truck_20_LP_0_0_100_28rep.csv, Min, 64200.0
prev_Truck_20_LP_40_50_10_28rep.csv, Min, 25845.0
now_Truck_20_LP_40_50_10_28rep.csv, Min, 25606.0
prev_Truck_20_LP_0_0_100_28rep.csv, Middle, 96400.0
now_Truck_20_LP_0_0_100_28rep.csv, Middle, 106200.0
prev_Truck_20_LP_40_50_10_28rep.csv, Middle, 37783.0
now_Truck_20_LP_40_50_10_28rep.csv, Middle, 42708.0
prev_Truck_20_LP_0_0_100_28rep.csv, Max, 107000.0
now_Truck_20_LP_0_0_100_28rep.csv, Max, 124800.0
prev_Truck_20_LP_40_50_10_28rep.csv, Max, 43287.0
now_Truck_20_LP_40_50_10_28rep.csv, Max, 50227.0
prev_Truck_20_LP_0_0_100_29rep.csv, Min, 52200.0
now_Truck_20_LP_0_0_100_29rep.csv, Min, 57200.0
prev_Truck_20_LP_40_50_10_29rep.csv, Min, 21588.0
now_Truck_20_LP_40_50_10_29rep.csv, Min, 22156.0
prev_Truck_20_LP_0_0_100_29rep.csv, Middle, 95800.0
now_Truck_20_LP_0_0_100_29rep.csv, Middle, 101200.0
prev_Truck_20_LP_40_50_10_29rep.csv, Middle, 39880.0
now_Truck_20_LP_40_50_10_29rep.csv, Middle, 37679.0
prev_Truck_20_LP_0_0_100_29rep.csv, Max, 114000.0
now_Truck_20_LP_0_0_100_29rep.csv, Max, 119600.0
prev_Truck_20_LP_40_50_10_29rep.csv, Max, 46563.0
now_Truck_20_LP_40_50_10_29rep.csv, Max, 46815.0
prev_Truck_20_LP_0_0_100_30rep.csv, Min, 54800.0
now_Truck_20_LP_0_0_100_30rep.csv, Min, 61200.0
prev_Truck_20_LP_40_50_10_30rep.csv, Min, 21282.0
now_Truck_20_LP_40_50_10_30rep.csv, Min, 24060.0
prev_Truck_20_LP_0_0_100_30rep.csv, Middle, 89200.0
now_Truck_20_LP_0_0_100_30rep.csv, Middle, 105600.0
prev_Truck_20_LP_40_50_10_30rep.csv, Middle, 35036.0
now_Truck_20_LP_40_50_10_30rep.csv, Middle, 40292.0
prev_Truck_20_LP_0_0_100_30rep.csv, Max, 104800.0
now_Truck_20_LP_0_0_100_30rep.csv, Max, 118600.0
prev_Truck_20_LP_40_50_10_30rep.csv, Max, 41300.0
now_Truck_20_LP_40_50_10_30rep.csv, Max, 49152.0
