Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,19,48.43301953693802,"(625, 0, 50)","(375, 0, 200)"
1,1,31,69.93913103771305,"(375, 0, 200)","(125, 0, 150)"
2,2,31,69.93913103771305,"(625, 0, 200)","(125, 0, 0)"
3,3,31,69.93913103771305,"(125, 0, 200)","(125, 0, 100)"
4,4,45,95.02959445528393,"(625, 0, 200)","(375, 0, 0)"
5,5,21,52.01737145373386,"(125, 0, 0)","(375, 0, 200)"
6,6,19,48.43301953693802,"(125, 0, 50)","(125, 0, 200)"
7,7,21,52.01737145373386,"(625, 0, 200)","(625, 0, 150)"
8,8,27,62.770427204121376,"(375, 0, 100)","(625, 0, 200)"
9,9,31,69.93913103771305,"(375, 0, 0)","(125, 0, 200)"
10,10,25,59.18607528732554,"(375, 0, 150)","(625, 0, 200)"
11,11,25,59.18607528732554,"(125, 0, 150)","(375, 0, 200)"
12,12,25,59.18607528732554,"(625, 0, 150)","(125, 0, 200)"
13,13,29,66.35477912091721,"(125, 0, 200)","(375, 0, 50)"
14,14,27,62.770427204121376,"(625, 0, 100)","(125, 0, 200)"
15,15,29,66.35477912091721,"(125, 0, 50)","(375, 0, 200)"
16,16,41,87.86089062169225,"(625, 0, 200)","(125, 0, 100)"
17,17,15,41.26431570334634,"(625, 0, 150)","(375, 0, 200)"
18,18,45,95.02959445528393,"(125, 0, 200)","(625, 0, 0)"
19,19,17,44.84866762014218,"(375, 0, 100)","(125, 0, 200)"
20,20,27,62.770427204121376,"(625, 0, 200)","(375, 0, 100)"
21,21,15,41.26431570334634,"(375, 0, 150)","(375, 0, 200)"
22,22,17,44.84866762014218,"(625, 0, 100)","(375, 0, 200)"
23,23,45,95.02959445528393,"(375, 0, 200)","(625, 0, 50)"
24,24,35,77.10783487130473,"(375, 0, 200)","(375, 0, 0)"
25,25,35,77.10783487130473,"(625, 0, 200)","(375, 0, 50)"
26,26,27,62.770427204121376,"(625, 0, 0)","(625, 0, 200)"
27,27,29,66.35477912091721,"(125, 0, 200)","(375, 0, 50)"
28,28,19,48.43301953693802,"(625, 0, 50)","(625, 0, 200)"
29,29,15,41.26431570334634,"(125, 0, 150)","(125, 0, 200)"
