Truck_id,Route_id,Pick_station,Drop_station
0,0,"(625, 0, 200)","(625, 0, 150)"
1,1,"(625, 0, 0)","(375, 0, 200)"
2,2,"(375, 0, 150)","(125, 0, 200)"
3,3,"(125, 0, 50)","(125, 0, 200)"
4,4,"(375, 0, 200)","(375, 0, 150)"
5,5,"(625, 0, 200)","(375, 0, 50)"
6,6,"(375, 0, 200)","(625, 0, 0)"
7,7,"(625, 0, 100)","(375, 0, 200)"
8,8,"(625, 0, 50)","(375, 0, 200)"
9,9,"(625, 0, 200)","(625, 0, 150)"
10,10,"(125, 0, 150)","(125, 0, 200)"
11,11,"(625, 0, 200)","(375, 0, 100)"
12,12,"(125, 0, 100)","(125, 0, 200)"
13,13,"(125, 0, 0)","(625, 0, 200)"
14,14,"(375, 0, 50)","(375, 0, 200)"
15,15,"(625, 0, 200)","(625, 0, 100)"
16,16,"(625, 0, 50)","(125, 0, 200)"
17,17,"(625, 0, 200)","(125, 0, 0)"
18,18,"(625, 0, 200)","(375, 0, 100)"
19,19,"(375, 0, 200)","(125, 0, 100)"
20,20,"(125, 0, 0)","(375, 0, 200)"
21,21,"(125, 0, 200)","(125, 0, 50)"
22,22,"(625, 0, 50)","(125, 0, 200)"
23,23,"(375, 0, 200)","(375, 0, 100)"
24,24,"(125, 0, 50)","(125, 0, 200)"
25,25,"(125, 0, 150)","(125, 0, 200)"
26,26,"(625, 0, 200)","(375, 0, 150)"
27,27,"(125, 0, 200)","(375, 0, 0)"
28,28,"(625, 0, 200)","(375, 0, 0)"
29,29,"(375, 0, 200)","(375, 0, 50)"
