Truck_id,Route_id,Origin,Destination,Completion_Time_alone,Completion_Time,Congestion_ratio,Path_length,TravelTime_by_Distance,CompletionTime_by_Distance,PickupSta_AT,DropSta_AT,Unnamed: 10,Unnamed: 11,C_max_prev,C_max_now,C_max,Congestion_ratio_AVG_prev,Congestion_ratio_AVG_now,Congestion_ratio_AVG
Truck-2,Route-2,(675.0 0.0 155.5),(375.0 0.0 200.0),341.2643,341.24,-0.0005894321,15.0,2.749333333333334,22.74933,6.8,29.336,,,415.936,420.872,420.872,0.09966926,0.1790781,0.1450457
Truck-10,Route-10,(675.0 0.0 205.5),(625.0 0.0 150.0),341.2643,343.816,0.06183786,15.0,2.921066666666665,22.92107,6.792,31.936,,,,,,,,
Truck-8,Route-8,(425.0 0.0 55.5),(375.0 0.0 200.0),348.433,346.984,-0.02991772,19.0,2.472842105263157,18.26232,6.8,35.096,,,,,,,,
Truck-1,Route-1,(675.0 0.0 55.5),(625.0 0.0 200.0),348.433,350.608,0.04490713,19.0,2.6635789473684213,18.45305,6.8,38.704,,,,,,,,
Truck-9,Route-9,(175.0 0.0 205.5),(125.0 0.0 0.0),352.0174,355.68,0.07041164,21.0,2.6514285714285717,16.93714,6.792,43.784,,,,,,,,
Truck-12,Route-12,(425.0 0.0 205.5),(375.0 0.0 50.0),348.433,357.152,0.1800217,19.0,3.007999999999999,18.79747,6.792,45.24,,,,,,,,
Truck-14,Route-14,(425.0 0.0 105.5),(375.0 0.0 0.0),377.1078,379.512,0.03117898,35.0,2.2717714285714288,10.8432,33.624,37.816,,,,,,,,
Truck-13,Route-13,(175.0 0.0 155.5),(375.0 0.0 100.0),384.2766,393.208,0.105978,39.0,2.3899487179487187,10.08226,29.712,58.44,,,,,,,,
Truck-11,Route-11,(675.0 0.0 -5.5),(125.0 0.0 150.0),384.2766,394.976,0.1269566,39.0,2.4352820512820514,10.12759,35.472,42.432,,,,,,,,
Truck-7,Route-7,(675.0 0.0 105.5),(125.0 0.0 50.0),391.4453,396.52,0.05549482,43.0,2.244651162790697,9.221395,35.48,55.976,,,,,,,,
Truck-3,Route-3,(175.0 0.0 105.5),(625.0 0.0 200.0),380.6922,396.76,0.1991247,37.0,2.615135135135135,10.72324,6.8,84.872,,,,,,,,
Truck-5,Route-5,(175.0 0.0 55.5),(375.0 0.0 150.0),387.8609,400.008,0.1382537,41.0,2.4392195121951215,9.756292,36.672,55.248,,,,,,,,
Truck-4,Route-4,(425.0 0.0 -5.5),(625.0 0.0 100.0),387.8609,406.304,0.2099123,41.0,2.5927804878048772,9.909853,40.328,54.896,,,,,,,,
