Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,31,369.939131037713,"(125, 0, 0)","(625, 0, 200)"
1,1,21,352.01737145373386,"(625, 0, 0)","(375, 0, 200)"
2,2,21,352.01737145373386,"(375, 0, 200)","(625, 0, 0)"
3,3,33,373.5234829545089,"(375, 0, 200)","(625, 0, 100)"
4,4,21,352.01737145373386,"(375, 0, 0)","(625, 0, 200)"
5,5,29,366.3547791209172,"(375, 0, 50)","(625, 0, 200)"
6,6,29,366.3547791209172,"(375, 0, 200)","(125, 0, 100)"
7,7,17,344.8486676201422,"(125, 0, 100)","(125, 0, 200)"
8,8,27,362.77042720412135,"(375, 0, 200)","(375, 0, 150)"
9,9,39,384.2765387048964,"(125, 0, 50)","(625, 0, 200)"
10,10,33,373.5234829545089,"(375, 0, 200)","(125, 0, 50)"
11,11,19,348.433019536938,"(625, 0, 50)","(625, 0, 200)"
12,12,35,377.1078348713047,"(125, 0, 150)","(625, 0, 200)"
13,13,19,348.433019536938,"(625, 0, 200)","(375, 0, 50)"
14,14,17,344.8486676201422,"(625, 0, 100)","(375, 0, 200)"
15,15,17,344.8486676201422,"(375, 0, 100)","(375, 0, 200)"
16,16,21,352.01737145373386,"(125, 0, 0)","(125, 0, 200)"
17,17,35,377.1078348713047,"(125, 0, 200)","(625, 0, 150)"
18,18,15,341.2643157033463,"(375, 0, 150)","(125, 0, 200)"
19,19,35,377.1078348713047,"(375, 0, 200)","(375, 0, 100)"
20,20,35,377.1078348713047,"(125, 0, 150)","(625, 0, 200)"
21,21,25,359.18607528732554,"(625, 0, 150)","(125, 0, 200)"
22,22,27,362.77042720412135,"(625, 0, 100)","(125, 0, 200)"
23,23,19,348.433019536938,"(375, 0, 50)","(125, 0, 200)"
24,24,21,352.01737145373386,"(375, 0, 0)","(125, 0, 200)"
25,25,15,341.2643157033463,"(625, 0, 200)","(375, 0, 150)"
26,26,43,391.44524253848806,"(125, 0, 200)","(375, 0, 100)"
27,27,29,366.3547791209172,"(625, 0, 50)","(125, 0, 200)"
28,28,21,352.01737145373386,"(375, 0, 200)","(625, 0, 0)"
29,29,37,380.69218678810057,"(125, 0, 100)","(625, 0, 200)"
