Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,19,348.433019536938,"(375, 0, 200)","(125, 0, 50)"
1,1,43,391.44524253848806,"(125, 0, 0)","(625, 0, 200)"
2,2,43,391.44524253848806,"(625, 0, 200)","(125, 0, 100)"
3,3,27,362.77042720412135,"(625, 0, 150)","(625, 0, 200)"
4,4,27,362.77042720412135,"(375, 0, 200)","(375, 0, 0)"
5,5,27,362.77042720412135,"(625, 0, 100)","(125, 0, 200)"
6,6,45,395.0295944552839,"(125, 0, 200)","(625, 0, 0)"
7,7,15,341.2643157033463,"(375, 0, 150)","(125, 0, 200)"
8,8,27,362.77042720412135,"(375, 0, 100)","(625, 0, 200)"
9,9,15,341.2643157033463,"(125, 0, 150)","(125, 0, 200)"
10,10,19,348.433019536938,"(375, 0, 50)","(125, 0, 200)"
11,11,15,341.2643157033463,"(625, 0, 200)","(375, 0, 150)"
12,12,15,341.2643157033463,"(625, 0, 150)","(375, 0, 200)"
13,13,27,362.77042720412135,"(375, 0, 0)","(375, 0, 200)"
14,14,27,362.77042720412135,"(625, 0, 0)","(375, 0, 200)"
15,15,21,352.01737145373386,"(375, 0, 200)","(125, 0, 150)"
16,16,19,348.433019536938,"(625, 0, 50)","(625, 0, 200)"
17,17,37,380.69218678810057,"(125, 0, 100)","(625, 0, 200)"
18,18,19,348.433019536938,"(375, 0, 50)","(375, 0, 200)"
19,19,33,373.5234829545089,"(375, 0, 200)","(125, 0, 0)"
20,20,19,348.433019536938,"(625, 0, 200)","(625, 0, 50)"
21,21,17,344.8486676201422,"(375, 0, 100)","(125, 0, 200)"
22,22,27,362.77042720412135,"(375, 0, 200)","(625, 0, 100)"
23,23,37,380.69218678810057,"(125, 0, 200)","(375, 0, 0)"
24,24,31,369.939131037713,"(625, 0, 200)","(625, 0, 100)"
25,25,39,384.2765387048964,"(375, 0, 200)","(375, 0, 100)"
26,26,25,359.18607528732554,"(625, 0, 150)","(125, 0, 200)"
27,27,21,352.01737145373386,"(125, 0, 0)","(125, 0, 200)"
28,28,31,369.939131037713,"(625, 0, 0)","(125, 0, 200)"
29,29,43,391.44524253848806,"(625, 0, 200)","(125, 0, 50)"
