Truck_id,Route_id,Origin,Destination,Completion_Time_alone,Completion_Time,Congestion_ratio,Path_length,TravelTime_by_Distance,CompletionTime_by_Distance,PickupSta_AT,DropSta_AT,Unnamed: 10,Unnamed: 11,C_max_prev,C_max_now,C_max,Congestion_ratio_AVG_prev,Congestion_ratio_AVG_now,Congestion_ratio_AVG
Truck-14,Route-14,(675.0 0.0 105.5),(375.0 0.0 200.0),344.8487,345.968,0.02495779,17.0,2.704000000000001,20.35106,6.992,33.912,,,419.88,417.456,419.88,0.1322042,0.1968223,0.1681031
Truck-8,Route-8,(675.0 0.0 55.5),(375.0 0.0 200.0),348.433,352.784,0.08983506,19.0,2.778105263157894,18.56758,7.0,40.712,,,,,,,,
Truck-18,Route-18,(175.0 0.0 205.5),(125.0 0.0 100.0),344.8487,360.176,0.3417567,17.0,3.539764705882352,21.18682,9.424,36.624,,,,,,,,
Truck-4,Route-4,(425.0 0.0 55.5),(125.0 0.0 200.0),366.3548,361.488,-0.07334454,29.0,2.1202758620689655,12.4651,7.0,49.432,,,,,,,,
Truck-10,Route-10,(175.0 0.0 155.5),(125.0 0.0 100.0),366.3548,366.968,0.00924154,29.0,2.3092413793103455,12.65407,29.68,32.248,,,,,,,,
Truck-6,Route-6,(675.0 0.0 205.5),(375.0 0.0 50.0),366.3548,372.056,0.08592048,29.0,2.484689655172413,12.82952,7.0,59.944,,,,,,,,
Truck-13,Route-13,(175.0 0.0 -5.5),(375.0 0.0 200.0),362.7704,372.096,0.1485667,27.0,2.6702222222222223,13.78133,16.304,50.68,,,,,,,,
Truck-0,Route-0,(675.0 0.0 155.5),(625.0 0.0 0.0),373.5235,373.824,0.004087635,33.0,2.2370909090909095,11.328,29.688,39.024,,,,,,,,
Truck-5,Route-5,(425.0 0.0 -5.5),(625.0 0.0 50.0),373.5235,374.936,0.01921205,33.0,2.2707878787878784,11.3617,33.392,36.328,,,,,,,,
Truck-2,Route-2,(175.0 0.0 205.5),(375.0 0.0 100.0),362.7704,380.712,0.2858287,27.0,2.9893333333333327,14.10044,7.0,68.672,,,,,,,,
Truck-1,Route-1,(425.0 0.0 105.5),(625.0 0.0 200.0),362.7704,382.464,0.3137397,27.0,3.054222222222222,14.16533,7.008,70.376,,,,,,,,
Truck-11,Route-11,(425.0 0.0 155.5),(125.0 0.0 0.0),373.5235,384.528,0.1496739,33.0,2.561454545454546,11.65236,29.68,46.792,,,,,,,,
Truck-16,Route-16,(425.0 0.0 194.5),(125.0 0.0 150.0),369.9391,386.184,0.2322716,31.0,2.780129032258065,12.45755,21.488,59.568,,,,,,,,
Truck-19,Route-19,(425.0 0.0 55.5),(625.0 0.0 200.0),373.5235,386.472,0.1761141,33.0,2.620363636363636,11.71127,36.328,44.992,,,,,,,,
Truck-7,Route-7,(675.0 0.0 5.5),(125.0 0.0 200.0),387.8609,387.76,-0.001148305,41.0,2.1404878048780485,9.457561,7.0,75.704,,,,,,,,
Truck-17,Route-17,(425.0 0.0 155.5),(125.0 0.0 50.0),369.9391,392.456,0.3219497,31.0,2.9824516129032266,12.65987,33.504,44.824,,,,,,,,
Truck-3,Route-3,(425.0 0.0 194.5),(125.0 0.0 50.0),395.0296,397.136,0.02216556,45.0,2.1585777777777784,8.825244,16.312,75.664,,,,,,,,
