Truck_id,Route_id,Origin,Destination,Completion_Time_alone,Completion_Time,Congestion_ratio,Path_length,TravelTime_by_Distance,CompletionTime_by_Distance,PickupSta_AT,DropSta_AT,Unnamed: 10,Unnamed: 11,C_max_prev,C_max_now,C_max,Congestion_ratio_AVG_prev,Congestion_ratio_AVG_now,Congestion_ratio_AVG
Truck-3,Route-3,(675.0 0.0 155.5),(625.0 0.0 200.0),341.2643,339.632,-0.03955777,15.0,2.6421333333333337,22.64213,6.872,27.688,,,406.776,396.592,406.776,0.06669177,0.05257405,0.05822114
Truck-2,Route-2,(175.0 0.0 55.5),(125.0 0.0 200.0),348.433,345.344,-0.06377922,19.0,2.386526315789473,18.176,6.872,33.4,,,,,,,,
Truck-0,Route-0,(675.0 0.0 205.5),(625.0 0.0 100.0),344.8487,351.264,0.1430443,17.0,3.0155294117647067,20.66259,6.872,39.32,,,,,,,,
Truck-4,Route-4,(675.0 0.0 5.5),(375.0 0.0 200.0),352.0174,352.648,0.01212375,21.0,2.5070476190476203,16.79276,6.872,40.712,,,,,,,,
Truck-7,Route-7,(425.0 0.0 55.5),(125.0 0.0 200.0),348.433,354.696,0.1293126,19.0,2.8787368421052646,18.66821,6.872,42.752,,,,,,,,
Truck-5,Route-5,(175.0 0.0 194.5),(125.0 0.0 100.0),355.6017,366.392,0.1940639,23.0,2.886608695652174,15.93009,16.408,44.896,,,,,,,,
Truck-9,Route-9,(425.0 0.0 155.5),(125.0 0.0 0.0),373.5235,385.272,0.159793,33.0,2.5839999999999996,11.67491,29.608,50.552,,,,,,,,
Truck-1,Route-1,(675.0 0.0 105.5),(625.0 0.0 200.0),380.6922,388.152,0.0924477,37.0,2.3824864864864863,10.49059,22.68,60.424,,,,,,,,
Truck-8,Route-8,(175.0 0.0 105.5),(375.0 0.0 200.0),395.0296,397.888,0.03007903,45.0,2.1752888888888884,8.841955,49.392,43.352,,,,,,,,
Truck-6,Route-6,(175.0 0.0 155.5),(625.0 0.0 50.0),405.7827,406.776,0.009390454,51.0,2.0936470588235294,7.976,29.608,72.072,,,,,,,,
Truck-105,Route-105,(675.0 0.0 55.5),(375.0 0.0 200.0),348.433,346.68,-0.03619476,19.0,2.456842105263158,18.24632,7.064,34.56,,,,,,,,
Truck-113,Route-113,(675.0 0.0 205.5),(625.0 0.0 100.0),344.8487,347.712,0.06384454,17.0,2.806588235294117,20.45365,7.064,35.608,,,,,,,,
Truck-107,Route-107,(425.0 0.0 5.5),(125.0 0.0 200.0),352.0174,350.552,-0.02817064,21.0,2.407238095238096,16.69295,7.064,38.464,,,,,,,,
Truck-101,Route-101,(175.0 0.0 205.5),(375.0 0.0 150.0),359.1861,358.376,-0.01368664,25.0,2.335039999999999,14.33504,7.064,46.288,,,,,,,,
Truck-109,Route-109,(425.0 0.0 205.5),(625.0 0.0 0.0),352.0174,359.352,0.1410034,21.0,2.826285714285713,17.112,7.064,47.256,,,,,,,,
Truck-108,Route-108,(425.0 0.0 155.5),(375.0 0.0 100.0),366.3548,368.72,0.03564528,29.0,2.369655172413794,12.71448,29.944,33.76,,,,,,,,
Truck-102,Route-102,(675.0 0.0 5.5),(125.0 0.0 200.0),369.9391,370.04,0.001442556,31.0,2.2593548387096782,11.93677,7.064,57.968,,,,,,,,
Truck-112,Route-112,(425.0 0.0 105.5),(125.0 0.0 150.0),366.3548,371.2,0.07302031,29.0,2.455172413793103,12.8,33.624,32.504,,,,,,,,
Truck-111,Route-111,(675.0 0.0 105.5),(625.0 0.0 150.0),366.3548,371.44,0.07663708,29.0,2.463448275862069,12.80828,36.216,30.168,,,,,,,,
Truck-114,Route-114,(175.0 0.0 155.5),(375.0 0.0 0.0),373.5235,372.112,-0.01919752,33.0,2.185212121212122,11.27612,29.944,37.112,,,,,,,,
Truck-100,Route-100,(175.0 0.0 5.5),(625.0 0.0 200.0),369.9391,372.928,0.04273562,31.0,2.352516129032258,12.02994,7.064,60.816,,,,,,,,
Truck-103,Route-103,(175.0 0.0 55.5),(125.0 0.0 200.0),373.5235,382.784,0.1259534,33.0,2.5086060606060605,11.59951,32.552,45.104,,,,,,,,
Truck-110,Route-110,(175.0 0.0 105.5),(625.0 0.0 200.0),380.6922,383.184,0.03088019,37.0,2.2482162162162167,10.35632,7.064,71.056,,,,,,,,
Truck-106,Route-106,(675.0 0.0 155.5),(375.0 0.0 50.0),387.8609,391.552,0.04201074,41.0,2.232975609756098,9.550049,32.176,54.264,,,,,,,,
Truck-104,Route-104,(425.0 0.0 55.5),(125.0 0.0 50.0),377.1078,396.592,0.2526871,35.0,2.7597714285714283,11.3312,52.744,38.824,,,,,,,,
