Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,67,434.45746554003813,"(375, 0, 200)","(375, 0, 100)"
1,1,35,377.1078348713047,"(375, 0, 100)","(625, 0, 200)"
2,2,27,362.77042720412135,"(625, 0, 100)","(125, 0, 200)"
3,3,37,380.69218678810057,"(125, 0, 150)","(125, 0, 200)"
4,4,65,430.8731136232423,"(125, 0, 200)","(625, 0, 150)"
5,5,29,366.3547791209172,"(625, 0, 50)","(125, 0, 200)"
6,6,65,430.8731136232423,"(375, 0, 200)","(375, 0, 150)"
7,7,45,395.0295944552839,"(375, 0, 200)","(125, 0, 100)"
8,8,51,405.7826502056714,"(625, 0, 200)","(375, 0, 0)"
9,9,25,359.18607528732554,"(625, 0, 150)","(125, 0, 200)"
10,10,33,373.5234829545089,"(375, 0, 50)","(625, 0, 200)"
11,11,55,412.9513540392631,"(625, 0, 0)","(375, 0, 200)"
12,12,45,395.0295944552839,"(625, 0, 200)","(125, 0, 100)"
13,13,35,377.1078348713047,"(375, 0, 150)","(375, 0, 200)"
14,14,49,402.1982982888756,"(125, 0, 0)","(375, 0, 200)"
15,15,35,377.1078348713047,"(625, 0, 100)","(625, 0, 200)"
16,16,63,427.28876170644645,"(375, 0, 50)","(625, 0, 200)"
17,17,61,423.70440978965064,"(375, 0, 200)","(125, 0, 50)"
18,18,49,402.1982982888756,"(625, 0, 200)","(125, 0, 50)"
19,19,51,405.7826502056714,"(125, 0, 200)","(625, 0, 0)"
