Truck_id,Route_id,Pick_station,Drop_station
2,2,"(225, 0, 200)","(375, 0, 100)","(375, 0, 100)","(375, 0, 200)","(375, 0, 200)","(225, 0, 100)"
6,6,"(225, 0, 150)","(225, 0, 200)","(225, 0, 200)","(225, 0, 50)","(225, 0, 50)","(375, 0, 0)"
7,7,"(375, 0, 200)","(225, 0, 100)"
9,9,"(75, 0, 100)","(375, 0, 0)"
10,10,"(225, 0, 150)","(75, 0, 200)","(75, 0, 200)","(75, 0, 150)","(75, 0, 150)","(225, 0, 0)"
16,16,"(375, 0, 50)","(75, 0, 200)","(75, 0, 200)","(225, 0, 200)","(225, 0, 200)","(225, 0, 50)","(225, 0, 50)","(375, 0, 150)","(375, 0, 150)","(225, 0, 100)","(225, 0, 100)","(225, 0, 0)","(225, 0, 0)","(75, 0, 200)"
22,22,"(225, 0, 150)","(225, 0, 200)","(225, 0, 200)","(75, 0, 50)","(75, 0, 50)","(375, 0, 200)","(375, 0, 200)","(375, 0, 150)","(375, 0, 150)","(75, 0, 0)","(75, 0, 0)","(375, 0, 0)","(375, 0, 0)","(225, 0, 150)","(225, 0, 150)","(75, 0, 100)","(75, 0, 100)","(375, 0, 0)"
24,24,"(225, 0, 150)","(75, 0, 150)"
26,26,"(75, 0, 150)","(75, 0, 0)"
28,28,"(375, 0, 100)","(225, 0, 50)"
