Truck_id,Route_id,Origin,Destination,Completion_Time_alone,Completion_Time,Congestion_ratio,Path_length,TravelTime_by_Distance,CompletionTime_by_Distance,PickupSta_AT,DropSta_AT,Unnamed: 10,Unnamed: 11,C_max_prev,C_max_now,C_max,Congestion_ratio_AVG_prev,Congestion_ratio_AVG_now,Congestion_ratio_AVG
Truck-1,Route-1,(425.0 0.0 155.5),(125.0 0.0 200.0),341.2643,339.344,-0.04653703,15.0,2.622933333333333,22.62293,6.904,27.36,,,398.864,417.52,417.52,0.09976049,0.06732611,0.08354329
Truck-2,Route-2,(675.0 0.0 205.5),(375.0 0.0 150.0),341.2643,339.552,-0.04149617,15.0,2.6368000000000014,22.6368,6.904,27.552,,,,,,,,
Truck-0,Route-0,(425.0 0.0 105.5),(125.0 0.0 200.0),344.8487,344.152,-0.01553347,17.0,2.5971764705882343,20.24424,6.904,32.112,,,,,,,,
Truck-12,Route-12,(175.0 0.0 55.5),(125.0 0.0 200.0),348.433,350.336,0.03929107,19.0,2.6492631578947377,18.43874,6.888,38.376,,,,,,,,
Truck-10,Route-10,(425.0 0.0 5.5),(625.0 0.0 200.0),352.0174,359.944,0.1523844,21.0,2.8544761904761913,17.14019,6.896,47.96,,,,,,,,
Truck-7,Route-7,(425.0 0.0 205.5),(375.0 0.0 50.0),348.433,360.288,0.2447706,19.0,3.173052631578948,18.96253,6.896,48.192,,,,,,,,
Truck-5,Route-5,(675.0 0.0 5.5),(625.0 0.0 200.0),352.0174,360.36,0.1603815,21.0,2.874285714285715,17.16,6.896,48.376,,,,,,,,
Truck-4,Route-4,(675.0 0.0 105.5),(125.0 0.0 200.0),362.7704,366.336,0.05680355,27.0,2.4568888888888893,13.568,6.896,54.352,,,,,,,,
Truck-3,Route-3,(175.0 0.0 155.5),(125.0 0.0 150.0),362.7704,367.832,0.08063646,27.0,2.512296296296296,13.62341,30.256,32.296,,,,,,,,
Truck-11,Route-11,(175.0 0.0 194.5),(375.0 0.0 0.0),362.7704,372.76,0.1591449,27.0,2.6948148148148143,13.80593,16.424,51.176,,,,,,,,
Truck-6,Route-6,(175.0 0.0 5.5),(625.0 0.0 200.0),369.9391,379.712,0.1397342,31.0,2.571354838709677,12.24877,6.896,67.68,,,,,,,,
Truck-13,Route-13,(175.0 0.0 105.5),(625.0 0.0 200.0),380.6922,387.016,0.0783693,37.0,2.3517837837837843,10.45989,6.888,74.944,,,,,,,,
Truck-9,Route-9,(675.0 0.0 55.5),(625.0 0.0 150.0),387.8609,395.392,0.08571614,41.0,2.3266341463414633,9.643707,38.128,52.032,,,,,,,,
Truck-14,Route-14,(675.0 0.0 155.5),(625.0 0.0 50.0),387.8609,398.456,0.1205894,41.0,2.401365853658537,9.718439,30.64,62.776,,,,,,,,
Truck-8,Route-8,(425.0 0.0 55.5),(125.0 0.0 50.0),377.1078,398.864,0.2821524,35.0,2.824685714285714,11.39611,39.416,39.336,,,,,,,,
Truck-106,Route-106,(425.0 0.0 155.5),(125.0 0.0 200.0),341.2643,340.168,-0.02656808,15.0,2.677866666666667,22.67787,7.424,27.76,,,,,,,,
Truck-107,Route-107,(675.0 0.0 155.5),(375.0 0.0 200.0),341.2643,340.32,-0.02288431,15.0,2.6879999999999997,22.688,7.416,27.952,,,,,,,,
Truck-103,Route-103,(175.0 0.0 155.5),(125.0 0.0 200.0),341.2643,341.792,0.01278779,15.0,2.7861333333333316,22.78613,7.424,29.344,,,,,,,,
Truck-105,Route-105,(425.0 0.0 5.5),(375.0 0.0 200.0),352.0174,350.312,-0.0327843,21.0,2.3958095238095245,16.68152,7.424,37.904,,,,,,,,
Truck-113,Route-113,(175.0 0.0 5.5),(125.0 0.0 200.0),352.0174,352.312,0.005664401,21.0,2.4910476190476194,16.77676,7.416,39.912,,,,,,,,
Truck-108,Route-108,(675.0 0.0 205.5),(625.0 0.0 50.0),348.433,353.152,0.09743342,19.0,2.7974736842105257,18.58695,7.416,40.704,,,,,,,,
Truck-114,Route-114,(425.0 0.0 194.5),(625.0 0.0 100.0),355.6017,356.176,0.01032845,23.0,2.442434782608695,15.48591,16.76,34.376,,,,,,,,
Truck-110,Route-110,(175.0 0.0 194.5),(375.0 0.0 0.0),362.7704,366.832,0.06470539,27.0,2.475259259259259,13.58637,16.768,45.008,,,,,,,,
Truck-109,Route-109,(675.0 0.0 5.5),(125.0 0.0 200.0),369.9391,371.432,0.02134556,31.0,2.3042580645161297,11.98168,7.416,58.92,,,,,,,,
Truck-100,Route-100,(175.0 0.0 105.5),(125.0 0.0 100.0),369.9391,373.616,0.05257258,31.0,2.3747096774193546,12.05213,37.072,31.368,,,,,,,,
Truck-111,Route-111,(675.0 0.0 105.5),(375.0 0.0 100.0),369.9391,382.648,0.1817137,31.0,2.666064516129033,12.34348,40.928,36.584,,,,,,,,
Truck-102,Route-102,(425.0 0.0 105.5),(625.0 0.0 0.0),377.1078,383.128,0.07807431,35.0,2.375085714285714,10.94651,37.288,40.728,,,,,,,,
Truck-104,Route-104,(425.0 0.0 55.5),(375.0 0.0 50.0),377.1078,393.664,0.2147142,35.0,2.6761142857142852,11.24754,45.952,42.584,,,,,,,,
Truck-101,Route-101,(175.0 0.0 55.5),(625.0 0.0 200.0),391.4453,402.064,0.1161213,43.0,2.373581395348838,9.350326,35.616,61.32,,,,,,,,
Truck-112,Route-112,(675.0 0.0 55.5),(125.0 0.0 50.0),395.0296,417.52,0.2366672,45.0,2.611555555555555,9.278222,44.528,64.896,,,,,,,,
