Truck_id,Route_id,Origin,Destination,Completion_Time_alone,Completion_Time,Congestion_ratio,Path_length,TravelTime_by_Distance,CompletionTime_by_Distance,PickupSta_AT,DropSta_AT,Unnamed: 10,Unnamed: 11,C_max_prev,C_max_now,C_max,Congestion_ratio_AVG_prev,Congestion_ratio_AVG_now,Congestion_ratio_AVG
Truck-9,Route-9,(675.0 0.0 205.5),(375.0 0.0 150.0),341.2643,338.504,-0.06689352,15.0,2.5669333333333344,22.56693,7.36,26.032,,,412.696,404.144,412.696,0.1050707,0.1510849,0.1280778
Truck-7,Route-7,(175.0 0.0 155.5),(125.0 0.0 200.0),341.2643,340.256,-0.02443518,15.0,2.6837333333333313,22.68373,7.368,27.856,,,,,,,,
Truck-14,Route-14,(425.0 0.0 105.5),(375.0 0.0 200.0),344.8487,342.0,-0.06351724,17.0,2.4705882352941178,20.11765,7.36,29.592,,,,,,,,
Truck-2,Route-2,(175.0 0.0 105.5),(125.0 0.0 200.0),344.8487,343.76,-0.02427394,17.0,2.574117647058823,20.22118,7.368,31.304,,,,,,,,
Truck-3,Route-3,(175.0 0.0 55.5),(125.0 0.0 200.0),348.433,346.704,-0.03569887,19.0,2.4581052631578952,18.24758,7.368,34.24,,,,,,,,
Truck-4,Route-4,(675.0 0.0 55.5),(625.0 0.0 200.0),348.433,351.448,0.0622506,19.0,2.7077894736842096,18.49726,7.368,38.968,,,,,,,,
Truck-15,Route-15,(175.0 0.0 205.5),(125.0 0.0 0.0),352.0174,358.536,0.1253167,21.0,2.7874285714285714,17.07314,9.848,37.568,,,,,,,,
Truck-18,Route-18,(425.0 0.0 194.5),(625.0 0.0 150.0),352.0174,360.008,0.1536147,21.0,2.8575238095238085,17.14324,21.832,33.112,,,,,,,,
Truck-13,Route-13,(675.0 0.0 -5.5),(375.0 0.0 200.0),362.7704,366.856,0.06508753,27.0,2.4761481481481478,13.58726,27.104,34.72,,,,,,,,
Truck-12,Route-12,(175.0 0.0 5.5),(375.0 0.0 200.0),352.0174,371.536,0.3752333,21.0,3.4064761904761904,17.69219,7.36,59.064,,,,,,,,
Truck-16,Route-16,(175.0 0.0 -5.5),(375.0 0.0 200.0),362.7704,372.168,0.1497136,27.0,2.672888888888889,13.784,16.712,50.24,,,,,,,,
Truck-11,Route-11,(675.0 0.0 105.5),(625.0 0.0 100.0),369.9391,374.184,0.06069383,31.0,2.393032258064517,12.07045,33.744,32.36,,,,,,,,
Truck-8,Route-8,(425.0 0.0 -5.5),(375.0 0.0 200.0),362.7704,377.36,0.2324275,27.0,2.8651851851851857,13.9763,16.712,55.496,,,,,,,,
Truck-1,Route-1,(425.0 0.0 194.5),(375.0 0.0 0.0),380.6922,382.088,0.01729799,37.0,2.2185945945945953,10.3267,16.728,60.192,,,,,,,,
Truck-17,Route-17,(175.0 0.0 55.5),(125.0 0.0 150.0),369.9391,384.4,0.2067638,31.0,2.7225806451612895,12.4,44.296,34.992,,,,,,,,
Truck-0,Route-0,(175.0 0.0 205.5),(625.0 0.0 0.0),369.9391,386.688,0.2394779,31.0,2.7963870967741933,12.47381,7.376,74.168,,,,,,,,
