Truck_id,Route_id,Origin,Destination,Completion_Time_alone,Completion_Time,Congestion_ratio,Path_length,TravelTime_by_Distance,CompletionTime_by_Distance,PickupSta_AT,DropSta_AT,Unnamed: 10,Unnamed: 11,C_max_prev,C_max_now,C_max,Congestion_ratio_AVG_prev,Congestion_ratio_AVG_now,Congestion_ratio_AVG
Truck-5,Route-5,(175.0 0.0 155.5),(125.0 0.0 200.0),341.2643,341.208,-0.001364495,15.0,2.7472000000000016,22.7472,6.904,29.176,,,437.04,455.048,455.048,0.2589366,0.1997051,0.2266285
Truck-1,Route-1,(425.0 0.0 155.5),(375.0 0.0 200.0),341.2643,342.4,0.02752212,15.0,2.8266666666666653,22.82667,6.912,30.392,,,,,,,,
Truck-8,Route-8,(425.0 0.0 205.5),(125.0 0.0 150.0),341.2643,344.608,0.08103101,15.0,2.973866666666667,22.97387,6.888,32.624,,,,,,,,
Truck-7,Route-7,(675.0 0.0 205.5),(625.0 0.0 100.0),344.8487,351.04,0.1380497,17.0,3.002352941176472,20.64941,6.896,39.112,,,,,,,,
Truck-18,Route-18,(175.0 0.0 105.5),(125.0 0.0 200.0),344.8487,351.744,0.1537465,17.0,3.0437647058823547,20.69082,9.312,37.368,,,,,,,,
Truck-3,Route-3,(425.0 0.0 105.5),(125.0 0.0 200.0),344.8487,352.336,0.1669467,17.0,3.0785882352941183,20.72565,6.904,40.392,,,,,,,,
Truck-23,Route-23,(675.0 0.0 205.5),(625.0 0.0 100.0),344.8487,360.816,0.3560272,17.0,3.577411764705881,21.22447,9.296,37.248,,,,,,,,
Truck-10,Route-10,(425.0 0.0 5.5),(375.0 0.0 200.0),352.0174,363.4,0.2188236,21.0,3.019047619047618,17.30476,6.888,51.44,,,,,,,,
Truck-4,Route-4,(675.0 0.0 -5.5),(375.0 0.0 200.0),362.7704,368.264,0.0875188,27.0,2.5282962962962965,13.63941,32.888,30.304,,,,,,,,
Truck-19,Route-19,(425.0 0.0 155.5),(375.0 0.0 200.0),341.2643,368.544,0.6610965,15.0,4.5695999999999986,24.5696,9.312,45.048,,,,,,,,
Truck-9,Route-9,(175.0 0.0 205.5),(375.0 0.0 100.0),362.7704,369.472,0.1067632,27.0,2.5730370370370363,13.68415,6.888,57.488,,,,,,,,
Truck-16,Route-16,(425.0 0.0 205.5),(125.0 0.0 0.0),352.0174,376.984,0.4799675,21.0,3.665904761904761,17.95162,9.296,53.416,,,,,,,,
Truck-0,Route-0,(675.0 0.0 155.5),(125.0 0.0 200.0),359.1861,378.504,0.3263932,25.0,3.1401600000000007,15.14016,6.912,66.552,,,,,,,,
Truck-13,Route-13,(425.0 0.0 55.5),(625.0 0.0 200.0),373.5235,383.064,0.1297617,33.0,2.5170909090909097,11.608,6.88,71.056,,,,,,,,
Truck-6,Route-6,(675.0 0.0 105.5),(625.0 0.0 0.0),377.1078,384.272,0.09291083,35.0,2.4077714285714285,10.9792,35.312,40.872,,,,,,,,
Truck-20,Route-20,(425.0 0.0 55.5),(375.0 0.0 200.0),348.433,388.128,0.8195851,19.0,4.638315789473683,20.42779,9.28,73.688,,,,,,,,
Truck-2,Route-2,(175.0 0.0 105.5),(375.0 0.0 0.0),377.1078,391.48,0.1863904,35.0,2.6137142857142863,11.18514,38.744,47.632,,,,,,,,
Truck-21,Route-21,(675.0 0.0 -5.5),(625.0 0.0 50.0),373.5235,393.08,0.2659902,33.0,2.8206060606060603,11.91151,43.424,44.448,,,,,,,,
Truck-22,Route-22,(675.0 0.0 55.5),(375.0 0.0 50.0),377.1078,393.32,0.210253,35.0,2.666285714285714,11.23771,49.44,38.72,,,,,,,,
Truck-11,Route-11,(175.0 0.0 55.5),(375.0 0.0 200.0),366.3548,393.728,0.4125285,29.0,3.232,13.57683,6.88,81.824,,,,,,,,
Truck-17,Route-17,(175.0 0.0 205.5),(625.0 0.0 0.0),369.9391,405.032,0.5017635,31.0,3.388129032258064,13.06555,9.288,81.528,,,,,,,,
Truck-14,Route-14,(675.0 0.0 55.5),(125.0 0.0 100.0),391.4453,414.28,0.2497095,43.0,2.6576744186046506,9.634418,44.656,55.552,,,,,,,,
Truck-12,Route-12,(175.0 0.0 -5.5),(625.0 0.0 200.0),405.7827,419.536,0.1300152,51.0,2.343843137254902,8.226196,26.128,88.256,,,,,,,,
Truck-24,Route-24,(675.0 0.0 105.5),(125.0 0.0 0.0),395.0296,430.808,0.3764975,45.0,2.9068444444444443,9.573511,39.088,65.648,,,,,,,,
Truck-15,Route-15,(175.0 0.0 155.5),(625.0 0.0 50.0),405.7827,437.04,0.2954866,51.0,2.687058823529412,8.569412,35.176,81.704,,,,,,,,
Truck-124,Route-124,(175.0 0.0 155.5),(125.0 0.0 200.0),341.2643,342.032,0.01860446,15.0,2.802133333333332,22.80213,9.696,27.272,,,,,,,,
Truck-116,Route-116,(675.0 0.0 155.5),(375.0 0.0 200.0),341.2643,342.504,0.03004255,15.0,2.8336000000000015,22.8336,9.72,27.68,,,,,,,,
Truck-110,Route-110,(675.0 0.0 105.5),(625.0 0.0 200.0),344.8487,346.4,0.03459034,17.0,2.729411764705881,20.37647,7.312,34.08,,,,,,,,
