Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,25,359.18607528732554,"(625, 0, 150)","(375, 0, 200)"
1,1,55,412.9513540392631,"(375, 0, 200)","(125, 0, 0)"
2,2,47,398.61394637207974,"(625, 0, 200)","(375, 0, 50)"
3,3,43,391.44524253848806,"(125, 0, 50)","(625, 0, 200)"
4,4,49,402.1982982888756,"(375, 0, 0)","(625, 0, 200)"
5,5,29,366.3547791209172,"(625, 0, 50)","(125, 0, 200)"
6,6,37,380.69218678810057,"(125, 0, 150)","(375, 0, 200)"
7,7,45,395.0295944552839,"(125, 0, 100)","(125, 0, 200)"
8,8,47,398.61394637207974,"(625, 0, 200)","(375, 0, 100)"
9,9,45,395.0295944552839,"(125, 0, 100)","(625, 0, 200)"
10,10,53,409.3670021224673,"(625, 0, 200)","(125, 0, 50)"
11,11,65,430.8731136232423,"(125, 0, 200)","(625, 0, 100)"
12,12,43,391.44524253848806,"(125, 0, 0)","(125, 0, 200)"
13,13,37,380.69218678810057,"(375, 0, 150)","(625, 0, 200)"
14,14,53,409.3670021224673,"(375, 0, 200)","(375, 0, 150)"
15,15,49,402.1982982888756,"(375, 0, 0)","(125, 0, 200)"
16,16,61,423.70440978965064,"(125, 0, 200)","(625, 0, 50)"
17,17,49,402.1982982888756,"(375, 0, 200)","(125, 0, 150)"
18,18,33,373.5234829545089,"(375, 0, 50)","(375, 0, 200)"
19,19,55,412.9513540392631,"(625, 0, 0)","(375, 0, 200)"
