Truck_id, Route_id, Origin, Destination, Total Time, PickupSta AT, DropSta AT
Truck-2,Route-2,(425.0 0.0 194.5),(625.0 0.0 0.0),354.14,17.424,35.708
Truck-3,Route-3,(175.0 0.0 205.5),(375.0 0.0 0.0),355.08,7.54,46.528
Truck-4,Route-4,(675.0 0.0 105.5),(125.0 0.0 200.0),356.34,23.72,31.604
Truck-5,Route-5,(675.0 0.0 55.5),(125.0 0.0 200.0),367.22,23.72,42.488
Truck-8,Route-8,(675.0 0.0 155.5),(375.0 0.0 200.0),375.16,39.656,34.492
Truck-9,Route-9,(425.0 0.0 155.5),(375.0 0.0 100.0),371.096,38.268,31.82
Truck-6,Route-6,(425.0 0.0 155.5),(375.0 0.0 0.0),378.468,37.192,40.264
Truck-0,Route-0,(425.0 0.0 155.5),(375.0 0.0 200.0),389.668,39.344,49.316
Truck-1,Route-1,(425.0 0.0 155.5),(125.0 0.0 150.0),404.448,52.176,51.256
Truck-7,Route-7,(675.0 0.0 105.5),(125.0 0.0 200.0),406.164,39.38,65.776
Truck-100,Route-100,(175.0 0.0 155.5),(625.0 0.0 50.0),402.972,66.388,35.572
