Truck_id,Route_id,Origin,Destination,Completion_Time_alone,Completion_Time,Congestion_ratio,Path_length,TravelTime_by_Distance,CompletionTime_by_Distance,PickupSta_AT,DropSta_AT,Unnamed: 10,Unnamed: 11,C_max_prev,C_max_now,C_max,Congestion_ratio_AVG_prev,Congestion_ratio_AVG_now,Congestion_ratio_AVG
Truck-0,Route-0,(175.0 0.0 155.5),(125.0 0.0 200.0),341.2643,339.168,-0.05080209,15.0,2.6112000000000006,22.6112,6.912,27.16,,,436.4,457.616,457.616,0.3878403,0.258038,0.3170391
Truck-3,Route-3,(425.0 0.0 155.5),(125.0 0.0 200.0),341.2643,339.312,-0.04731209,15.0,2.620800000000001,22.6208,6.904,27.304,,,,,,,,
Truck-5,Route-5,(675.0 0.0 205.5),(375.0 0.0 100.0),344.8487,354.632,0.2181408,17.0,3.2136470588235295,20.8607,6.896,42.688,,,,,,,,
Truck-15,Route-15,(675.0 0.0 5.5),(625.0 0.0 200.0),352.0174,355.328,0.06364487,21.0,2.6346666666666656,16.92038,6.88,43.4,,,,,,,,
Truck-7,Route-7,(425.0 0.0 55.5),(125.0 0.0 200.0),348.433,368.36,0.4114336,19.0,3.597894736842106,19.38737,6.896,56.376,,,,,,,,
Truck-4,Route-4,(425.0 0.0 205.5),(625.0 0.0 50.0),366.3548,369.184,0.04263784,29.0,2.385655172413794,12.73048,6.904,57.248,,,,,,,,
Truck-24,Route-24,(675.0 0.0 205.5),(625.0 0.0 0.0),352.0174,371.904,0.3823075,21.0,3.424,17.70971,9.36,48.504,,,,,,,,
Truck-9,Route-9,(175.0 0.0 55.5),(375.0 0.0 200.0),366.3548,373.688,0.1105154,29.0,2.540965517241379,12.88579,6.888,61.688,,,,,,,,
Truck-14,Route-14,(175.0 0.0 194.5),(125.0 0.0 50.0),359.1861,377.744,0.3135522,25.0,3.109760000000001,15.10976,16.36,56.296,,,,,,,,
Truck-20,Route-20,(675.0 0.0 155.5),(125.0 0.0 200.0),359.1861,378.904,0.3331515,25.0,3.15616,15.15616,9.192,64.6,,,,,,,,
Truck-13,Route-13,(675.0 0.0 155.5),(125.0 0.0 50.0),369.9391,381.576,0.1663857,31.0,2.6314838709677426,12.3089,30.4,46.016,,,,,,,,
Truck-18,Route-18,(425.0 0.0 205.5),(375.0 0.0 0.0),352.0174,384.008,0.6149991,21.0,4.000380952380952,18.28609,9.36,57.584,,,,,,,,
Truck-11,Route-11,(675.0 0.0 55.5),(625.0 0.0 100.0),373.5235,383.992,0.1423836,33.0,2.545212121212122,11.63612,43.088,32.736,,,,,,,,
Truck-23,Route-23,(425.0 0.0 5.5),(125.0 0.0 200.0),352.0174,387.68,0.6855908,21.0,4.175238095238096,18.46095,6.88,75.744,,,,,,,,
Truck-16,Route-16,(425.0 0.0 55.5),(125.0 0.0 200.0),348.433,394.872,0.9588293,19.0,4.993263157894738,20.78274,9.36,74.376,,,,,,,,
Truck-6,Route-6,(175.0 0.0 5.5),(375.0 0.0 200.0),352.0174,399.0,0.9032106,21.0,4.714285714285714,19.0,6.896,87.008,,,,,,,,
Truck-10,Route-10,(675.0 0.0 -5.5),(375.0 0.0 150.0),366.3548,402.52,0.5450283,29.0,3.5351724137931027,13.88,36.008,46.376,,,,,,,,
Truck-12,Route-12,(175.0 0.0 105.5),(125.0 0.0 100.0),369.9391,408.008,0.5443146,31.0,3.484129032258064,13.16155,39.56,48.336,,,,,,,,
Truck-1,Route-1,(425.0 0.0 105.5),(625.0 0.0 100.0),387.8609,410.552,0.2582617,41.0,2.6963902439024396,10.01346,35.896,69.448,,,,,,,,
Truck-17,Route-17,(675.0 0.0 55.5),(125.0 0.0 200.0),366.3548,412.448,0.6946484,29.0,3.8775172413793095,14.22234,9.2,98.096,,,,,,,,
Truck-19,Route-19,(425.0 0.0 105.5),(625.0 0.0 150.0),384.2766,413.408,0.3456648,39.0,2.907897435897436,10.6002,39.584,68.712,,,,,,,,
Truck-21,Route-21,(675.0 0.0 105.5),(375.0 0.0 100.0),369.9391,415.504,0.6514935,31.0,3.7259354838709684,13.40335,39.296,56.136,,,,,,,,
Truck-22,Route-22,(175.0 0.0 155.5),(125.0 0.0 100.0),384.2766,416.56,0.3830656,39.0,2.988717948717949,10.68103,51.464,60.024,,,,,,,,
Truck-8,Route-8,(675.0 0.0 105.5),(125.0 0.0 0.0),395.0296,433.648,0.4063829,45.0,2.969955555555556,9.636622,34.2,94.32,,,,,,,,
Truck-2,Route-2,(425.0 0.0 -5.5),(125.0 0.0 150.0),384.2766,436.4,0.618481,39.0,3.497435897435897,11.18974,47.024,69.232,,,,,,,,
