Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,29,366.3547791209172,"(375, 0, 200)","(625, 0, 50)"
1,1,17,344.8486676201422,"(375, 0, 100)","(375, 0, 200)"
2,2,29,366.3547791209172,"(125, 0, 200)","(375, 0, 50)"
3,3,29,366.3547791209172,"(125, 0, 200)","(125, 0, 100)"
4,4,17,344.8486676201422,"(625, 0, 100)","(625, 0, 200)"
5,5,21,352.01737145373386,"(375, 0, 0)","(375, 0, 200)"
6,6,43,391.44524253848806,"(125, 0, 200)","(375, 0, 50)"
7,7,37,380.69218678810057,"(375, 0, 200)","(625, 0, 0)"
8,8,21,352.01737145373386,"(625, 0, 0)","(625, 0, 200)"
9,9,21,352.01737145373386,"(125, 0, 0)","(375, 0, 200)"
10,10,29,366.3547791209172,"(375, 0, 50)","(125, 0, 200)"
11,11,35,377.1078348713047,"(125, 0, 150)","(625, 0, 200)"
12,12,35,377.1078348713047,"(125, 0, 200)","(125, 0, 50)"
13,13,27,362.77042720412135,"(625, 0, 200)","(625, 0, 150)"
14,14,17,344.8486676201422,"(625, 0, 200)","(625, 0, 100)"
15,15,35,377.1078348713047,"(375, 0, 200)","(125, 0, 50)"
16,16,19,348.433019536938,"(625, 0, 50)","(625, 0, 200)"
17,17,17,344.8486676201422,"(375, 0, 100)","(125, 0, 200)"
18,18,19,348.433019536938,"(625, 0, 200)","(625, 0, 50)"
19,19,37,380.69218678810057,"(375, 0, 100)","(625, 0, 200)"
20,20,21,352.01737145373386,"(125, 0, 0)","(375, 0, 200)"
21,21,31,369.939131037713,"(375, 0, 0)","(375, 0, 200)"
22,22,15,341.2643157033463,"(125, 0, 150)","(125, 0, 200)"
23,23,39,384.2765387048964,"(375, 0, 200)","(625, 0, 100)"
24,24,31,369.939131037713,"(375, 0, 0)","(125, 0, 200)"
25,25,17,344.8486676201422,"(375, 0, 200)","(125, 0, 100)"
26,26,15,341.2643157033463,"(625, 0, 150)","(625, 0, 200)"
27,27,39,384.2765387048964,"(125, 0, 200)","(375, 0, 150)"
28,28,43,391.44524253848806,"(125, 0, 50)","(625, 0, 200)"
29,29,25,359.18607528732554,"(125, 0, 200)","(375, 0, 150)"
