Truck_id,Route_id,Path_length,Completion_Time_alone,Pick_station,Drop_station
0,0,59,420.1200578728548,"(125, 0, 200)","(125, 0, 150)"
1,1,41,387.86089062169225,"(125, 0, 200)","(125, 0, 0)"
2,2,33,373.5234829545089,"(125, 0, 50)","(375, 0, 200)"
3,3,53,409.3670021224673,"(625, 0, 200)","(375, 0, 50)"
4,4,57,416.53570595605896,"(125, 0, 200)","(125, 0, 50)"
5,5,35,377.1078348713047,"(625, 0, 100)","(625, 0, 200)"
6,6,53,409.3670021224673,"(125, 0, 0)","(375, 0, 200)"
7,7,35,377.1078348713047,"(625, 0, 150)","(125, 0, 200)"
8,8,51,405.7826502056714,"(625, 0, 200)","(375, 0, 0)"
9,9,67,434.45746554003813,"(375, 0, 200)","(625, 0, 50)"
10,10,33,373.5234829545089,"(375, 0, 50)","(625, 0, 200)"
11,11,57,416.53570595605896,"(125, 0, 200)","(375, 0, 150)"
12,12,41,387.86089062169225,"(625, 0, 0)","(625, 0, 200)"
13,13,35,377.1078348713047,"(125, 0, 100)","(375, 0, 200)"
14,14,49,402.1982982888756,"(125, 0, 200)","(125, 0, 100)"
15,15,57,416.53570595605896,"(625, 0, 100)","(125, 0, 200)"
16,16,35,377.1078348713047,"(375, 0, 100)","(625, 0, 200)"
17,17,63,427.28876170644645,"(375, 0, 200)","(625, 0, 50)"
18,18,71,441.6261693736298,"(375, 0, 200)","(375, 0, 100)"
19,19,55,412.9513540392631,"(625, 0, 200)","(125, 0, 150)"
